Transmission Line And Free Space Method 18.0.18011201,,,,,,,,,,,,,,
Keysight Technologies,N5232B,MY57181309,A.13.20.12,,,,,,,,,,,
13022222222,2.42E+01,1.50E+01,3.90E-01,6.14E-01,8.15E-01,6.61E-02,,4.74,18.85,23.59,,0.664,0.004,0.331
13078787879,2.52E+01,1.47E+01,3.58E-01,5.77E-01,8.23E-01,6.65E-02,,4.92,18.62,23.54,,0.677,0.004,0.318
13135353535,2.41E+01,1.50E+01,3.96E-01,6.06E-01,8.11E-01,6.67E-02,,4.65,18.87,23.52,,0.658,0.004,0.338
13191919192,2.50E+01,1.57E+01,3.98E-01,5.62E-01,8.18E-01,6.63E-02,,4.79,18.77,23.57,,0.669,0.004,0.326
13248484848,2.36E+01,1.50E+01,4.02E-01,6.19E-01,8.06E-01,6.64E-02,,4.56,19,23.56,,0.650,0.004,0.346
13305050505,2.42E+01,1.56E+01,4.06E-01,5.84E-01,8.09E-01,6.60E-02,,4.62,19,23.61,,0.654,0.004,0.341
13361616162,2.37E+01,1.44E+01,3.78E-01,6.19E-01,8.04E-01,6.65E-02,,4.51,19.03,23.54,,0.646,0.004,0.349
13418181818,2.45E+01,1.58E+01,4.05E-01,5.62E-01,8.07E-01,6.64E-02,,4.56,19,23.56,,0.651,0.004,0.344
13474747475,2.35E+01,1.48E+01,3.98E-01,6.15E-01,8.00E-01,6.62E-02,,4.44,19.14,23.58,,0.640,0.004,0.356
13531313131,2.37E+01,1.61E+01,4.31E-01,5.71E-01,8.00E-01,6.63E-02,,4.45,19.13,23.58,,0.640,0.004,0.356
13587878788,2.31E+01,1.46E+01,3.94E-01,6.33E-01,7.96E-01,6.57E-02,,4.36,19.29,23.65,,0.634,0.004,0.362
13644444444,2.32E+01,1.55E+01,4.19E-01,5.97E-01,7.91E-01,6.61E-02,,4.27,19.33,23.6,,0.626,0.004,0.370
13701010101,2.32E+01,1.41E+01,3.68E-01,6.32E-01,7.92E-01,6.56E-02,,4.29,19.37,23.66,,0.627,0.004,0.368
13757575758,2.29E+01,1.55E+01,4.32E-01,6.00E-01,7.82E-01,6.59E-02,,4.11,19.51,23.62,,0.612,0.004,0.384
13814141414,2.30E+01,1.45E+01,3.89E-01,6.29E-01,7.88E-01,6.51E-02,,4.21,19.52,23.73,,0.621,0.004,0.375
13870707071,2.18E+01,1.52E+01,4.49E-01,6.51E-01,7.72E-01,6.49E-02,,3.93,19.83,23.76,,0.596,0.004,0.400
13927272727,2.24E+01,1.40E+01,3.79E-01,6.63E-01,7.80E-01,6.47E-02,,4.07,19.71,23.78,,0.608,0.004,0.387
13983838384,2.13E+01,1.42E+01,4.19E-01,6.97E-01,7.60E-01,6.44E-02,,3.74,20.09,23.82,,0.578,0.004,0.418
14040404040,2.23E+01,1.37E+01,3.61E-01,6.70E-01,7.70E-01,6.39E-02,,3.9,19.98,23.88,,0.593,0.004,0.403
14096969697,2.14E+01,1.39E+01,3.91E-01,6.98E-01,7.59E-01,6.35E-02,,3.73,20.21,23.95,,0.576,0.004,0.420
14153535354,2.23E+01,1.40E+01,3.65E-01,6.61E-01,7.72E-01,6.30E-02,,3.94,20.07,24.01,,0.596,0.004,0.400
14210101010,2.10E+01,1.34E+01,3.67E-01,7.23E-01,7.64E-01,6.31E-02,,3.81,20.2,24,,0.584,0.004,0.412
14266666667,2.17E+01,1.37E+01,3.53E-01,6.83E-01,7.70E-01,6.27E-02,,3.91,20.15,24.06,,0.593,0.004,0.403
14323232323,2.13E+01,1.29E+01,3.27E-01,7.06E-01,7.68E-01,6.30E-02,,3.87,20.15,24.02,,0.590,0.004,0.406
14379797980,2.19E+01,1.36E+01,3.35E-01,6.58E-01,7.70E-01,6.24E-02,,3.9,20.2,24.09,,0.593,0.004,0.403
14436363636,2.17E+01,1.28E+01,3.08E-01,6.79E-01,7.75E-01,6.28E-02,,3.99,20.05,24.04,,0.601,0.004,0.395
14492929293,2.20E+01,1.39E+01,3.42E-01,6.36E-01,7.80E-01,6.26E-02,,4.08,19.99,24.07,,0.608,0.004,0.388
14549494949,2.16E+01,1.29E+01,3.09E-01,6.71E-01,7.85E-01,6.29E-02,,4.16,19.87,24.03,,0.616,0.004,0.380
14606060606,2.18E+01,1.38E+01,3.38E-01,6.36E-01,7.80E-01,6.29E-02,,4.07,19.96,24.03,,0.608,0.004,0.388
14662626263,2.18E+01,1.23E+01,2.67E-01,6.63E-01,7.85E-01,6.28E-02,,4.15,19.88,24.04,,0.616,0.004,0.380
14719191919,2.19E+01,1.35E+01,3.18E-01,6.25E-01,7.78E-01,6.30E-02,,4.03,19.98,24.01,,0.605,0.004,0.391
14775757576,2.20E+01,1.24E+01,2.69E-01,6.41E-01,7.89E-01,6.28E-02,,4.23,19.82,24.05,,0.623,0.004,0.374
14832323232,2.19E+01,1.33E+01,3.07E-01,6.18E-01,7.86E-01,6.31E-02,,4.18,19.82,24,,0.618,0.004,0.378
14888888889,2.19E+01,1.22E+01,2.66E-01,6.39E-01,7.95E-01,6.30E-02,,4.34,19.67,24.01,,0.632,0.004,0.364
14945454545,2.13E+01,1.27E+01,2.93E-01,6.46E-01,7.82E-01,6.34E-02,,4.1,19.86,23.96,,0.612,0.004,0.384
15002020202,2.19E+01,1.20E+01,2.55E-01,6.30E-01,7.91E-01,6.34E-02,,4.26,19.69,23.96,,0.626,0.004,0.370
15058585859,2.15E+01,1.22E+01,2.72E-01,6.32E-01,7.82E-01,6.35E-02,,4.11,19.84,23.95,,0.612,0.004,0.384
15115151515,2.21E+01,1.22E+01,2.63E-01,6.12E-01,7.93E-01,6.31E-02,,4.3,19.69,23.99,,0.629,0.004,0.367
15171717172,2.11E+01,1.20E+01,2.71E-01,6.48E-01,7.86E-01,6.36E-02,,4.18,19.75,23.93,,0.618,0.004,0.378
15228282828,2.19E+01,1.23E+01,2.73E-01,6.09E-01,7.94E-01,6.38E-02,,4.32,19.58,23.9,,0.630,0.004,0.365
15284848485,2.07E+01,1.22E+01,2.90E-01,6.51E-01,7.79E-01,6.37E-02,,4.06,19.86,23.92,,0.607,0.004,0.389
15341414141,2.15E+01,1.21E+01,2.71E-01,6.19E-01,7.85E-01,6.36E-02,,4.16,19.78,23.94,,0.616,0.004,0.380
15397979798,2.07E+01,1.19E+01,2.79E-01,6.49E-01,7.77E-01,6.34E-02,,4.02,19.94,23.96,,0.604,0.004,0.392
15454545455,2.18E+01,1.23E+01,2.73E-01,5.93E-01,7.87E-01,6.37E-02,,4.2,19.72,23.92,,0.619,0.004,0.377
15511111111,2.07E+01,1.22E+01,2.95E-01,6.40E-01,7.79E-01,6.34E-02,,4.05,19.9,23.95,,0.607,0.004,0.389
15567676768,2.17E+01,1.27E+01,2.92E-01,5.85E-01,7.86E-01,6.38E-02,,4.18,19.72,23.91,,0.618,0.004,0.378
15624242424,2.04E+01,1.23E+01,3.03E-01,6.46E-01,7.76E-01,6.30E-02,,4.01,20,24.01,,0.602,0.004,0.394
15680808081,2.11E+01,1.30E+01,3.09E-01,5.98E-01,7.76E-01,6.27E-02,,4.01,20.05,24.05,,0.602,0.004,0.394
15737373737,2.08E+01,1.17E+01,2.65E-01,6.33E-01,7.82E-01,6.28E-02,,4.1,19.94,24.04,,0.612,0.004,0.385
15793939394,2.14E+01,1.32E+01,3.11E-01,5.73E-01,7.77E-01,6.27E-02,,4.02,20.04,24.06,,0.604,0.004,0.392
15850505051,2.10E+01,1.20E+01,2.70E-01,6.14E-01,7.87E-01,6.26E-02,,4.19,19.87,24.06,,0.619,0.004,0.377
15907070707,2.07E+01,1.32E+01,3.21E-01,5.95E-01,7.74E-01,6.23E-02,,3.97,20.14,24.12,,0.599,0.004,0.397
15963636364,2.08E+01,1.19E+01,2.63E-01,6.16E-01,7.87E-01,6.21E-02,,4.19,19.94,24.13,,0.619,0.004,0.377
16020202020,2.04E+01,1.28E+01,3.08E-01,6.05E-01,7.72E-01,6.21E-02,,3.94,20.19,24.13,,0.596,0.004,0.400
16076767677,2.11E+01,1.17E+01,2.48E-01,5.98E-01,7.88E-01,6.20E-02,,4.21,19.94,24.15,,0.621,0.004,0.375
16133333333,2.06E+01,1.25E+01,2.91E-01,5.95E-01,7.75E-01,6.24E-02,,3.99,20.1,24.09,,0.601,0.004,0.395
16189898990,2.09E+01,1.21E+01,2.65E-01,5.95E-01,7.81E-01,6.14E-02,,4.09,20.15,24.24,,0.610,0.004,0.386
16246464646,1.98E+01,1.20E+01,2.86E-01,6.27E-01,7.70E-01,6.21E-02,,3.91,20.23,24.14,,0.593,0.004,0.403
16303030303,2.06E+01,1.19E+01,2.59E-01,5.98E-01,7.78E-01,6.14E-02,,4.03,20.21,24.24,,0.605,0.004,0.391
16359595960,1.97E+01,1.17E+01,2.77E-01,6.32E-01,7.69E-01,6.19E-02,,3.89,20.27,24.16,,0.591,0.004,0.405
16416161616,2.05E+01,1.19E+01,2.63E-01,5.91E-01,7.79E-01,6.18E-02,,4.05,20.13,24.18,,0.607,0.004,0.389
16472727273,1.95E+01,1.13E+01,2.63E-01,6.40E-01,7.69E-01,6.19E-02,,3.89,20.28,24.17,,0.591,0.004,0.405
16529292929,2.03E+01,1.21E+01,2.77E-01,5.84E-01,7.72E-01,6.18E-02,,3.93,20.24,24.18,,0.596,0.004,0.400
16585858586,1.95E+01,1.11E+01,2.53E-01,6.37E-01,7.68E-01,6.15E-02,,3.87,20.35,24.22,,0.590,0.004,0.406
16642424242,2.04E+01,1.20E+01,2.71E-01,5.78E-01,7.74E-01,6.22E-02,,3.98,20.15,24.13,,0.599,0.004,0.397
16698989899,1.95E+01,1.12E+01,2.55E-01,6.30E-01,7.73E-01,6.17E-02,,3.95,20.25,24.2,,0.598,0.004,0.399
16755555556,1.98E+01,1.21E+01,2.88E-01,5.90E-01,7.71E-01,6.19E-02,,3.91,20.25,24.16,,0.594,0.004,0.402
16812121212,1.96E+01,1.11E+01,2.50E-01,6.20E-01,7.71E-01,6.15E-02,,3.92,20.3,24.22,,0.594,0.004,0.402
16868686869,1.98E+01,1.18E+01,2.70E-01,5.89E-01,7.63E-01,6.17E-02,,3.79,20.41,24.2,,0.582,0.004,0.414
16925252525,2.00E+01,1.12E+01,2.46E-01,5.92E-01,7.74E-01,6.16E-02,,3.97,20.24,24.2,,0.599,0.004,0.397
16981818182,1.96E+01,1.17E+01,2.72E-01,5.93E-01,7.68E-01,6.16E-02,,3.87,20.35,24.21,,0.590,0.004,0.406
17038383838,1.99E+01,1.15E+01,2.60E-01,5.89E-01,7.77E-01,6.15E-02,,4.03,20.19,24.22,,0.604,0.004,0.392
17094949495,1.93E+01,1.15E+01,2.68E-01,6.05E-01,7.66E-01,6.12E-02,,3.84,20.43,24.26,,0.587,0.004,0.409
17151515152,1.97E+01,1.10E+01,2.39E-01,6.00E-01,7.73E-01,6.13E-02,,3.95,20.31,24.25,,0.598,0.004,0.399
17208080808,1.93E+01,1.11E+01,2.52E-01,6.04E-01,7.61E-01,6.11E-02,,3.76,20.52,24.28,,0.579,0.004,0.417
17264646465,1.96E+01,1.08E+01,2.33E-01,5.95E-01,7.72E-01,6.12E-02,,3.93,20.34,24.26,,0.596,0.004,0.400
17321212121,1.91E+01,1.12E+01,2.64E-01,6.05E-01,7.63E-01,6.10E-02,,3.79,20.5,24.29,,0.582,0.004,0.414
17377777778,1.93E+01,1.07E+01,2.35E-01,6.03E-01,7.71E-01,6.13E-02,,3.93,20.32,24.25,,0.594,0.004,0.402
17434343434,1.87E+01,1.12E+01,2.70E-01,6.17E-01,7.59E-01,6.10E-02,,3.73,20.57,24.3,,0.576,0.004,0.420
17490909091,1.92E+01,1.04E+01,2.23E-01,6.04E-01,7.67E-01,6.12E-02,,3.85,20.42,24.27,,0.588,0.004,0.408
17547474747,1.86E+01,1.07E+01,2.52E-01,6.17E-01,7.57E-01,6.12E-02,,3.69,20.58,24.27,,0.573,0.004,0.423
17604040404,1.93E+01,1.07E+01,2.38E-01,5.86E-01,7.64E-01,6.14E-02,,3.81,20.43,24.24,,0.584,0.004,0.413
17660606061,1.85E+01,1.11E+01,2.78E-01,6.09E-01,7.58E-01,6.14E-02,,3.71,20.52,24.23,,0.575,0.004,0.422
17717171717,1.90E+01,1.12E+01,2.68E-01,5.85E-01,7.61E-01,6.09E-02,,3.76,20.55,24.3,,0.579,0.004,0.417
17773737374,1.81E+01,1.08E+01,2.73E-01,6.24E-01,7.57E-01,6.12E-02,,3.69,20.57,24.27,,0.573,0.004,0.423
17830303030,1.87E+01,1.11E+01,2.67E-01,5.90E-01,7.56E-01,6.08E-02,,3.68,20.64,24.32,,0.572,0.004,0.425
17886868687,1.82E+01,1.08E+01,2.68E-01,6.14E-01,7.54E-01,6.11E-02,,3.66,20.62,24.27,,0.569,0.004,0.428
17943434343,1.89E+01,1.15E+01,2.80E-01,5.67E-01,7.56E-01,6.09E-02,,3.68,20.64,24.31,,0.572,0.004,0.425
18000000000,1.81E+01,1.08E+01,2.74E-01,6.15E-01,7.55E-01,6.06E-02,,3.66,20.69,24.36,,0.570,0.004,0.426
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,Average,4.37,19.64,24.01,,0.615,0.004,0.381
