Transmission Line And Free Space Method 18.0.18011201,,,,,,,,,,,,,,
Keysight Technologies,N5232B,MY57181309,A.13.20.12,,,,,,,,,,,
13022222222,8.69E-01,1.07E-01,8.85E+00,3.45E+00,1.00E+00,0.00E+00,,0.755,0.011,0.234,,6.102,19.452,13.349
13078787879,8.63E-01,1.07E-01,8.76E+00,3.50E+00,1.00E+00,0.00E+00,,0.744,0.011,0.245,,5.919,19.443,13.523
13135353535,8.67E-01,1.07E-01,8.72E+00,3.38E+00,1.00E+00,0.00E+00,,0.751,0.011,0.238,,6.038,19.450,13.412
13191919192,8.61E-01,1.07E-01,8.63E+00,3.48E+00,1.00E+00,0.00E+00,,0.742,0.011,0.247,,5.883,19.452,13.569
13248484848,8.64E-01,1.07E-01,8.59E+00,3.29E+00,1.00E+00,0.00E+00,,0.746,0.011,0.243,,5.949,19.432,13.482
13305050505,8.60E-01,1.07E-01,8.50E+00,3.43E+00,1.00E+00,0.00E+00,,0.739,0.011,0.250,,5.833,19.425,13.592
13361616162,8.59E-01,1.07E-01,8.56E+00,3.30E+00,1.00E+00,0.00E+00,,0.738,0.011,0.251,,5.812,19.424,13.612
13418181818,8.59E-01,1.07E-01,8.40E+00,3.37E+00,1.00E+00,0.00E+00,,0.737,0.011,0.251,,5.809,19.434,13.626
13474747475,8.56E-01,1.06E-01,8.47E+00,3.34E+00,1.00E+00,0.00E+00,,0.733,0.011,0.256,,5.737,19.454,13.717
13531313131,8.58E-01,1.07E-01,8.25E+00,3.34E+00,1.00E+00,0.00E+00,,0.736,0.011,0.252,,5.788,19.427,13.638
13587878788,8.51E-01,1.06E-01,8.36E+00,3.41E+00,1.00E+00,0.00E+00,,0.724,0.011,0.265,,5.583,19.456,13.873
13644444444,8.53E-01,1.07E-01,8.15E+00,3.25E+00,1.00E+00,0.00E+00,,0.728,0.011,0.261,,5.652,19.438,13.786
13701010101,8.44E-01,1.06E-01,8.22E+00,3.33E+00,1.00E+00,0.00E+00,,0.713,0.011,0.276,,5.416,19.466,14.050
13757575758,8.49E-01,1.06E-01,8.09E+00,3.22E+00,1.00E+00,0.00E+00,,0.721,0.011,0.268,,5.540,19.454,13.914
13814141414,8.44E-01,1.07E-01,8.18E+00,3.35E+00,1.00E+00,0.00E+00,,0.713,0.011,0.276,,5.421,19.447,14.026
13870707071,8.48E-01,1.06E-01,8.01E+00,3.28E+00,1.00E+00,0.00E+00,,0.719,0.011,0.269,,5.520,19.491,13.971
13927272727,8.40E-01,1.07E-01,7.92E+00,3.35E+00,1.00E+00,0.00E+00,,0.705,0.011,0.284,,5.299,19.452,14.153
13983838384,8.40E-01,1.06E-01,7.86E+00,3.18E+00,1.00E+00,0.00E+00,,0.706,0.011,0.283,,5.320,19.497,14.178
14040404040,8.33E-01,1.06E-01,7.81E+00,3.20E+00,1.00E+00,0.00E+00,,0.693,0.011,0.295,,5.134,19.480,14.347
14096969697,8.39E-01,1.06E-01,7.89E+00,3.11E+00,1.00E+00,0.00E+00,,0.703,0.011,0.286,,5.276,19.514,14.238
14153535354,8.35E-01,1.06E-01,7.72E+00,3.25E+00,1.00E+00,0.00E+00,,0.698,0.011,0.291,,5.200,19.528,14.329
14210101010,8.39E-01,1.06E-01,7.71E+00,3.16E+00,1.00E+00,0.00E+00,,0.704,0.011,0.285,,5.287,19.516,14.229
14266666667,8.30E-01,1.05E-01,7.42E+00,3.21E+00,1.00E+00,0.00E+00,,0.689,0.011,0.301,,5.066,19.608,14.542
14323232323,8.31E-01,1.05E-01,7.52E+00,2.98E+00,1.00E+00,0.00E+00,,0.691,0.011,0.298,,5.103,19.559,14.455
14379797980,8.25E-01,1.04E-01,7.36E+00,3.05E+00,1.00E+00,0.00E+00,,0.681,0.011,0.308,,4.962,19.686,14.724
14436363636,8.30E-01,1.04E-01,7.48E+00,2.96E+00,1.00E+00,0.00E+00,,0.688,0.011,0.301,,5.060,19.670,14.609
14492929293,8.31E-01,1.02E-01,7.25E+00,3.05E+00,1.00E+00,0.00E+00,,0.691,0.010,0.299,,5.095,19.793,14.698
14549494949,8.30E-01,1.02E-01,7.22E+00,2.97E+00,1.00E+00,0.00E+00,,0.689,0.010,0.300,,5.079,19.798,14.719
14606060606,8.32E-01,1.02E-01,7.13E+00,2.90E+00,1.00E+00,0.00E+00,,0.692,0.010,0.297,,5.121,19.833,14.712
14662626263,8.26E-01,1.01E-01,7.06E+00,2.76E+00,1.00E+00,0.00E+00,,0.682,0.010,0.307,,4.979,19.881,14.902
14719191919,8.33E-01,1.02E-01,7.12E+00,2.73E+00,1.00E+00,0.00E+00,,0.695,0.010,0.295,,5.152,19.866,14.714
14775757576,8.30E-01,1.01E-01,7.10E+00,2.77E+00,1.00E+00,0.00E+00,,0.689,0.010,0.301,,5.068,19.927,14.859
14832323232,8.44E-01,1.02E-01,7.15E+00,2.70E+00,1.00E+00,0.00E+00,,0.712,0.010,0.278,,5.403,19.870,14.467
14888888889,8.35E-01,1.01E-01,6.96E+00,2.77E+00,1.00E+00,0.00E+00,,0.697,0.010,0.293,,5.185,19.944,14.758
14945454545,8.40E-01,1.01E-01,6.96E+00,2.61E+00,1.00E+00,0.00E+00,,0.706,0.010,0.284,,5.317,19.879,14.562
15002020202,8.31E-01,1.00E-01,6.96E+00,2.67E+00,1.00E+00,0.00E+00,,0.690,0.010,0.300,,5.090,19.965,14.875
15058585859,8.37E-01,1.01E-01,6.91E+00,2.47E+00,1.00E+00,0.00E+00,,0.700,0.010,0.290,,5.233,19.932,14.700
15115151515,8.33E-01,9.99E-02,6.97E+00,2.67E+00,1.00E+00,0.00E+00,,0.695,0.010,0.295,,5.150,20.004,14.854
15171717172,8.41E-01,1.00E-01,6.86E+00,2.53E+00,1.00E+00,0.00E+00,,0.708,0.010,0.282,,5.341,20.002,14.661
15228282828,8.39E-01,9.97E-02,6.83E+00,2.61E+00,1.00E+00,0.00E+00,,0.704,0.010,0.286,,5.283,20.022,14.739
15284848485,8.41E-01,9.98E-02,6.74E+00,2.43E+00,1.00E+00,0.00E+00,,0.707,0.010,0.283,,5.325,20.016,14.691
15341414141,8.37E-01,9.94E-02,6.76E+00,2.50E+00,1.00E+00,0.00E+00,,0.700,0.010,0.290,,5.233,20.048,14.815
15397979798,8.38E-01,9.92E-02,6.76E+00,2.39E+00,1.00E+00,0.00E+00,,0.703,0.010,0.287,,5.273,20.071,14.798
15454545455,8.40E-01,9.95E-02,6.69E+00,2.42E+00,1.00E+00,0.00E+00,,0.706,0.010,0.284,,5.319,20.044,14.725
15511111111,8.43E-01,9.92E-02,6.69E+00,2.41E+00,1.00E+00,0.00E+00,,0.710,0.010,0.280,,5.378,20.071,14.693
15567676768,8.45E-01,9.96E-02,6.61E+00,2.41E+00,1.00E+00,0.00E+00,,0.714,0.010,0.276,,5.436,20.038,14.602
15624242424,8.41E-01,9.89E-02,6.59E+00,2.37E+00,1.00E+00,0.00E+00,,0.707,0.010,0.283,,5.330,20.099,14.769
15680808081,8.41E-01,9.92E-02,6.52E+00,2.33E+00,1.00E+00,0.00E+00,,0.707,0.010,0.284,,5.324,20.070,14.746
15737373737,8.38E-01,9.89E-02,6.53E+00,2.32E+00,1.00E+00,0.00E+00,,0.702,0.010,0.289,,5.252,20.098,14.846
15793939394,8.43E-01,9.92E-02,6.48E+00,2.30E+00,1.00E+00,0.00E+00,,0.710,0.010,0.280,,5.373,20.074,14.701
15850505051,8.38E-01,9.90E-02,6.50E+00,2.33E+00,1.00E+00,0.00E+00,,0.702,0.010,0.288,,5.263,20.090,14.828
15907070707,8.44E-01,9.86E-02,6.44E+00,2.31E+00,1.00E+00,0.00E+00,,0.712,0.010,0.278,,5.406,20.119,14.714
15963636364,8.34E-01,9.83E-02,6.40E+00,2.33E+00,1.00E+00,0.00E+00,,0.695,0.010,0.295,,5.163,20.153,14.990
16020202020,8.40E-01,9.83E-02,6.34E+00,2.25E+00,1.00E+00,0.00E+00,,0.706,0.010,0.285,,5.310,20.149,14.839
16076767677,8.31E-01,9.78E-02,6.37E+00,2.31E+00,1.00E+00,0.00E+00,,0.690,0.010,0.301,,5.084,20.196,15.112
16133333333,8.39E-01,9.80E-02,6.29E+00,2.22E+00,1.00E+00,0.00E+00,,0.704,0.010,0.287,,5.281,20.179,14.898
16189898990,8.30E-01,9.71E-02,6.32E+00,2.31E+00,1.00E+00,0.00E+00,,0.689,0.009,0.302,,5.068,20.252,15.183
16246464646,8.37E-01,9.72E-02,6.21E+00,2.19E+00,1.00E+00,0.00E+00,,0.701,0.009,0.290,,5.241,20.247,15.007
16303030303,8.31E-01,9.68E-02,6.23E+00,2.26E+00,1.00E+00,0.00E+00,,0.690,0.009,0.300,,5.091,20.279,15.188
16359595960,8.35E-01,9.67E-02,6.16E+00,2.19E+00,1.00E+00,0.00E+00,,0.698,0.009,0.293,,5.198,20.292,15.094
16416161616,8.33E-01,9.64E-02,6.14E+00,2.23E+00,1.00E+00,0.00E+00,,0.693,0.009,0.298,,5.130,20.314,15.184
16472727273,8.30E-01,9.58E-02,6.08E+00,2.15E+00,1.00E+00,0.00E+00,,0.689,0.009,0.302,,5.074,20.372,15.298
16529292929,8.31E-01,9.62E-02,6.07E+00,2.14E+00,1.00E+00,0.00E+00,,0.690,0.009,0.300,,5.093,20.337,15.244
16585858586,8.28E-01,9.54E-02,6.05E+00,2.11E+00,1.00E+00,0.00E+00,,0.686,0.009,0.305,,5.027,20.412,15.385
16642424242,8.36E-01,9.60E-02,5.99E+00,2.12E+00,1.00E+00,0.00E+00,,0.699,0.009,0.291,,5.220,20.354,15.134
16698989899,8.32E-01,9.52E-02,5.97E+00,2.14E+00,1.00E+00,0.00E+00,,0.692,0.009,0.298,,5.121,20.428,15.307
16755555556,8.38E-01,9.56E-02,5.88E+00,2.06E+00,1.00E+00,0.00E+00,,0.702,0.009,0.289,,5.254,20.391,15.137
16812121212,8.30E-01,9.52E-02,5.90E+00,2.04E+00,1.00E+00,0.00E+00,,0.689,0.009,0.302,,5.071,20.430,15.360
16868686869,8.34E-01,9.52E-02,5.83E+00,2.00E+00,1.00E+00,0.00E+00,,0.695,0.009,0.296,,5.156,20.428,15.272
16925252525,8.30E-01,9.52E-02,5.91E+00,2.03E+00,1.00E+00,0.00E+00,,0.690,0.009,0.301,,5.081,20.431,15.350
16981818182,8.37E-01,9.47E-02,5.77E+00,2.03E+00,1.00E+00,0.00E+00,,0.700,0.009,0.291,,5.232,20.473,15.241
17038383838,8.34E-01,9.51E-02,5.80E+00,2.02E+00,1.00E+00,0.00E+00,,0.696,0.009,0.295,,5.173,20.432,15.259
17094949495,8.34E-01,9.43E-02,5.70E+00,2.00E+00,1.00E+00,0.00E+00,,0.696,0.009,0.295,,5.171,20.507,15.336
17151515152,8.30E-01,9.46E-02,5.71E+00,1.94E+00,1.00E+00,0.00E+00,,0.690,0.009,0.301,,5.081,20.480,15.398
17208080808,8.30E-01,9.43E-02,5.70E+00,1.92E+00,1.00E+00,0.00E+00,,0.690,0.009,0.301,,5.083,20.509,15.427
17264646465,8.31E-01,9.44E-02,5.70E+00,1.94E+00,1.00E+00,0.00E+00,,0.690,0.009,0.301,,5.088,20.499,15.412
17321212121,8.36E-01,9.40E-02,5.69E+00,1.95E+00,1.00E+00,0.00E+00,,0.698,0.009,0.293,,5.204,20.534,15.330
17377777778,8.32E-01,9.38E-02,5.58E+00,1.94E+00,1.00E+00,0.00E+00,,0.692,0.009,0.300,,5.109,20.557,15.449
17434343434,8.35E-01,9.39E-02,5.58E+00,1.90E+00,1.00E+00,0.00E+00,,0.696,0.009,0.295,,5.177,20.547,15.370
17490909091,8.27E-01,9.34E-02,5.53E+00,1.88E+00,1.00E+00,0.00E+00,,0.685,0.009,0.307,,5.011,20.598,15.587
17547474747,8.33E-01,9.34E-02,5.54E+00,1.85E+00,1.00E+00,0.00E+00,,0.693,0.009,0.298,,5.130,20.589,15.460
17604040404,8.28E-01,9.27E-02,5.52E+00,1.88E+00,1.00E+00,0.00E+00,,0.685,0.009,0.307,,5.014,20.655,15.642
17660606061,8.35E-01,9.31E-02,5.46E+00,1.84E+00,1.00E+00,0.00E+00,,0.697,0.009,0.294,,5.191,20.620,15.429
17717171717,8.31E-01,9.26E-02,5.46E+00,1.89E+00,1.00E+00,0.00E+00,,0.691,0.009,0.301,,5.097,20.667,15.570
17773737374,8.34E-01,9.27E-02,5.37E+00,1.80E+00,1.00E+00,0.00E+00,,0.696,0.009,0.295,,5.171,20.656,15.485
17830303030,8.30E-01,9.23E-02,5.39E+00,1.83E+00,1.00E+00,0.00E+00,,0.689,0.009,0.302,,5.074,20.697,15.623
17886868687,8.29E-01,9.21E-02,5.36E+00,1.76E+00,1.00E+00,0.00E+00,,0.688,0.008,0.304,,5.052,20.716,15.665
17943434343,8.32E-01,9.22E-02,5.34E+00,1.78E+00,1.00E+00,0.00E+00,,0.692,0.008,0.299,,5.121,20.709,15.587
18000000000,8.27E-01,9.17E-02,5.32E+00,1.78E+00,1.00E+00,0.00E+00,,0.684,0.008,0.308,,5.003,20.756,15.753
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,Average,,,0.709,0.010,0.281,,5.377,19.975,14.598
,,,,,,,,,,,,,,
,,,,,Maximum,,,0.768,0.011,0.308,,6.336,20.756,15.753
