Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 1.100000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Wednesday, February 14, 2024 15:04:26"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u'')
14323232323.2323,8.334890e-001,1.970612e-001,2.088490e+001,2.628758e+001,1.000000e+000,0.000000e+000
14379797979.7980,8.327562e-001,1.956566e-001,1.643940e+001,2.241684e+001,1.000000e+000,0.000000e+000
14436363636.3636,8.266090e-001,1.990227e-001,1.937878e+001,2.978126e+001,1.000000e+000,0.000000e+000
14492929292.9293,8.373691e-001,1.965846e-001,1.583271e+001,2.360733e+001,1.000000e+000,0.000000e+000
14549494949.4949,8.295583e-001,1.990894e-001,1.631260e+001,2.869612e+001,1.000000e+000,0.000000e+000
14606060606.0606,8.366555e-001,1.978877e-001,1.640223e+001,2.537492e+001,1.000000e+000,0.000000e+000
14662626262.6263,8.195704e-001,1.987743e-001,1.582715e+001,2.812388e+001,1.000000e+000,0.000000e+000
14719191919.1919,8.305506e-001,1.993391e-001,1.814003e+001,2.899220e+001,1.000000e+000,0.000000e+000
14775757575.7576,8.191481e-001,1.992241e-001,1.357311e+001,2.997429e+001,1.000000e+000,0.000000e+000
14832323232.3232,8.345649e-001,1.996467e-001,1.385972e+001,3.430184e+001,1.000000e+000,0.000000e+000
14888888888.8889,8.246028e-001,1.978286e-001,1.243390e+001,2.887501e+001,1.000000e+000,0.000000e+000
14945454545.4545,8.299062e-001,1.998846e-001,1.538723e+001,3.439111e+001,1.000000e+000,0.000000e+000
15002020202.0202,8.139585e-001,1.975993e-001,1.189980e+001,3.115806e+001,1.000000e+000,0.000000e+000
15058585858.5859,8.228700e-001,1.996862e-001,1.879505e+001,3.728875e+001,1.000000e+000,0.000000e+000
15115151515.1515,8.153196e-001,1.966461e-001,1.018774e+001,3.254438e+001,1.000000e+000,0.000000e+000
15171717171.7172,8.294016e-001,1.981184e-001,1.495935e+001,3.409093e+001,1.000000e+000,0.000000e+000
15228282828.2828,8.243145e-001,1.974044e-001,1.282346e+001,3.241683e+001,1.000000e+000,0.000000e+000
15284848484.8485,8.324763e-001,1.997056e-001,2.244411e+001,3.354794e+001,1.000000e+000,0.000000e+000
15341414141.4141,8.168793e-001,1.979483e-001,1.361547e+001,3.355888e+001,1.000000e+000,0.000000e+000
15397979797.9798,8.278457e-001,1.985197e-001,2.075822e+001,3.390797e+001,1.000000e+000,0.000000e+000
15454545454.5455,8.245008e-001,1.987702e-001,1.678484e+001,3.274500e+001,1.000000e+000,0.000000e+000
15511111111.1111,8.331924e-001,1.988745e-001,2.008326e+001,2.959577e+001,1.000000e+000,0.000000e+000
15567676767.6768,8.303333e-001,2.005081e-001,1.750904e+001,2.965093e+001,1.000000e+000,0.000000e+000
15624242424.2424,8.271040e-001,1.992933e-001,1.929280e+001,2.760048e+001,1.000000e+000,0.000000e+000
15680808080.8081,8.235834e-001,2.005439e-001,1.652539e+001,2.781417e+001,1.000000e+000,0.000000e+000
15737373737.3737,8.193556e-001,1.999906e-001,1.971061e+001,2.709640e+001,1.000000e+000,0.000000e+000
15793939393.9394,8.301301e-001,2.023158e-001,1.841055e+001,2.571768e+001,1.000000e+000,0.000000e+000
15850505050.5051,8.161967e-001,2.018531e-001,1.889917e+001,2.999141e+001,1.000000e+000,0.000000e+000
15907070707.0707,8.293265e-001,2.023944e-001,1.722736e+001,2.559794e+001,1.000000e+000,0.000000e+000
15963636363.6364,8.044676e-001,2.016502e-001,1.583415e+001,2.872582e+001,1.000000e+000,0.000000e+000
16020202020.2020,8.246706e-001,2.034453e-001,1.764598e+001,2.420984e+001,1.000000e+000,0.000000e+000
16076767676.7677,7.987936e-001,2.025915e-001,1.370443e+001,3.124896e+001,1.000000e+000,0.000000e+000
16133333333.3333,8.221644e-001,2.041025e-001,1.855284e+001,2.473030e+001,1.000000e+000,0.000000e+000
16189898989.8990,7.996088e-001,2.033517e-001,1.254415e+001,3.006303e+001,1.000000e+000,0.000000e+000
16246464646.4646,8.178747e-001,2.040103e-001,1.776820e+001,2.507352e+001,1.000000e+000,0.000000e+000
16303030303.0303,8.041705e-001,2.056447e-001,1.356893e+001,3.026927e+001,1.000000e+000,0.000000e+000
16359595959.5960,8.161213e-001,2.053412e-001,1.917771e+001,2.849010e+001,1.000000e+000,0.000000e+000
16416161616.1616,8.099928e-001,2.064528e-001,1.225131e+001,3.018570e+001,1.000000e+000,0.000000e+000
16472727272.7273,8.068559e-001,2.043445e-001,1.694314e+001,3.059480e+001,1.000000e+000,0.000000e+000
16529292929.2929,8.108141e-001,2.073753e-001,1.351535e+001,3.039515e+001,1.000000e+000,0.000000e+000
16585858585.8586,7.979528e-001,2.052523e-001,1.170925e+001,3.283291e+001,1.000000e+000,0.000000e+000
16642424242.4242,8.158839e-001,2.075721e-001,1.050709e+001,2.980516e+001,1.000000e+000,0.000000e+000
16698989898.9899,7.977149e-001,2.049796e-001,8.669075e+000,3.028615e+001,1.000000e+000,0.000000e+000
16755555555.5556,8.140993e-001,2.067596e-001,1.082969e+001,2.831608e+001,1.000000e+000,0.000000e+000
16812121212.1212,7.917562e-001,2.059492e-001,7.340097e+000,3.147619e+001,1.000000e+000,0.000000e+000
16868686868.6869,8.056732e-001,2.055733e-001,9.057703e+000,2.890402e+001,1.000000e+000,0.000000e+000
16925252525.2525,7.898938e-001,2.060041e-001,5.335947e+000,3.022339e+001,1.000000e+000,0.000000e+000
16981818181.8182,8.028640e-001,2.054477e-001,7.458355e+000,2.759023e+001,1.000000e+000,0.000000e+000
17038383838.3838,7.950735e-001,2.070939e-001,4.959247e+000,2.983477e+001,1.000000e+000,0.000000e+000
17094949494.9495,7.950219e-001,2.059239e-001,7.365670e+000,2.792172e+001,1.000000e+000,0.000000e+000
17151515151.5152,7.902401e-001,2.073681e-001,3.683474e+000,3.024948e+001,1.000000e+000,0.000000e+000
17208080808.0808,7.898164e-001,2.065980e-001,4.889166e+000,3.029866e+001,1.000000e+000,0.000000e+000
17264646464.6465,7.908238e-001,2.077324e-001,2.327090e+000,2.941310e+001,1.000000e+000,0.000000e+000
17321212121.2121,7.919549e-001,2.068641e-001,2.084204e+000,2.903736e+001,1.000000e+000,0.000000e+000
17377777777.7778,7.925103e-001,2.069385e-001,2.031085e+000,2.816194e+001,1.000000e+000,0.000000e+000
17434343434.3434,7.925678e-001,2.068812e-001,1.788843e+000,2.919121e+001,1.000000e+000,0.000000e+000
17490909090.9091,7.879347e-001,2.065847e-001,1.247264e+000,2.851810e+001,1.000000e+000,0.000000e+000
17547474747.4747,7.939065e-001,2.068139e-001,-1.643378e-001,2.923356e+001,1.000000e+000,0.000000e+000
17604040404.0404,7.894701e-001,2.054097e-001,-6.672563e-002,2.749088e+001,1.000000e+000,0.000000e+000
17660606060.6061,8.010220e-001,2.067292e-001,-1.380330e-001,2.863488e+001,1.000000e+000,0.000000e+000
17717171717.1717,7.960560e-001,2.055233e-001,-5.546054e-001,2.734322e+001,1.000000e+000,0.000000e+000
17773737373.7374,8.057688e-001,2.066903e-001,1.677890e-001,2.983374e+001,1.000000e+000,0.000000e+000
17830303030.3030,7.964556e-001,2.053404e-001,-9.050458e-001,2.784065e+001,1.000000e+000,0.000000e+000
17886868686.8687,8.006737e-001,2.059967e-001,-1.038137e+000,2.981436e+001,1.000000e+000,0.000000e+000
17943434343.4343,8.023558e-001,2.056816e-001,-1.395955e+000,2.792633e+001,1.000000e+000,0.000000e+000
18000000000.0000,7.951815e-001,2.047595e-001,-1.525681e+000,2.808767e+001,1.000000e+000,0.000000e+000

