Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 1.100000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Wednesday, February 14, 2024 15:11:01"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u'')
13531313131.3131,8.394432e-001,1.730343e-001,1.266308e+001,2.734407e+001,1.000000e+000,0.000000e+000
13587878787.8788,8.269952e-001,1.731337e-001,9.961795e+000,3.268637e+001,1.000000e+000,0.000000e+000
13644444444.4444,8.395472e-001,1.750477e-001,1.394001e+001,2.802597e+001,1.000000e+000,0.000000e+000
13701010101.0101,8.179303e-001,1.748392e-001,7.607510e+000,3.291109e+001,1.000000e+000,0.000000e+000
13757575757.5758,8.331703e-001,1.746992e-001,1.218065e+001,2.903020e+001,1.000000e+000,0.000000e+000
13814141414.1414,8.179374e-001,1.766154e-001,7.117543e+000,3.150261e+001,1.000000e+000,0.000000e+000
13870707070.7071,8.352453e-001,1.756010e-001,1.177818e+001,2.970115e+001,1.000000e+000,0.000000e+000
13927272727.2727,8.179482e-001,1.778527e-001,7.994453e+000,3.000233e+001,1.000000e+000,0.000000e+000
13983838383.8384,8.284656e-001,1.760391e-001,1.298226e+001,3.077147e+001,1.000000e+000,0.000000e+000
14040404040.4040,8.145713e-001,1.781578e-001,8.272744e+000,2.974198e+001,1.000000e+000,0.000000e+000
14096969696.9697,8.219028e-001,1.763303e-001,1.092640e+001,3.264502e+001,1.000000e+000,0.000000e+000
14153535353.5354,8.206380e-001,1.784049e-001,9.297142e+000,2.759811e+001,1.000000e+000,0.000000e+000
14210101010.1010,8.254291e-001,1.792360e-001,1.049825e+001,3.258999e+001,1.000000e+000,0.000000e+000
14266666666.6667,8.238501e-001,1.781418e-001,9.651441e+000,2.668491e+001,1.000000e+000,0.000000e+000
14323232323.2323,8.196647e-001,1.800480e-001,1.059850e+001,3.380538e+001,1.000000e+000,0.000000e+000
14379797979.7980,8.213936e-001,1.787237e-001,1.069254e+001,2.750201e+001,1.000000e+000,0.000000e+000
14436363636.3636,8.148265e-001,1.818275e-001,6.300303e+000,3.394624e+001,1.000000e+000,0.000000e+000
14492929292.9293,8.267847e-001,1.796755e-001,8.958938e+000,2.821602e+001,1.000000e+000,0.000000e+000
14549494949.4949,8.190285e-001,1.819152e-001,5.667151e+000,3.163623e+001,1.000000e+000,0.000000e+000
14606060606.0606,8.267012e-001,1.810337e-001,7.794446e+000,3.029613e+001,1.000000e+000,0.000000e+000
14662626262.6263,8.103129e-001,1.817380e-001,5.311535e+000,3.141543e+001,1.000000e+000,0.000000e+000
14719191919.1919,8.204987e-001,1.823560e-001,5.069192e+000,3.329598e+001,1.000000e+000,0.000000e+000
14775757575.7576,8.100716e-001,1.821763e-001,2.849616e+000,3.072843e+001,1.000000e+000,0.000000e+000
14832323232.3232,8.236148e-001,1.826911e-001,7.897559e-001,3.229034e+001,1.000000e+000,0.000000e+000
14888888888.8889,8.152558e-001,1.811213e-001,2.830330e+000,2.960862e+001,1.000000e+000,0.000000e+000
14945454545.4545,8.186066e-001,1.829730e-001,1.151326e+000,3.287381e+001,1.000000e+000,0.000000e+000
15002020202.0202,8.049895e-001,1.811293e-001,1.055536e+000,3.042259e+001,1.000000e+000,0.000000e+000
15058585858.5859,8.118315e-001,1.828695e-001,3.835984e-001,3.423417e+001,1.000000e+000,0.000000e+000
15115151515.1515,8.063810e-001,1.805029e-001,-4.957439e-001,3.010194e+001,1.000000e+000,0.000000e+000
15171717171.7172,8.184444e-001,1.816239e-001,5.289619e-001,3.216380e+001,1.000000e+000,0.000000e+000
15228282828.2828,8.146885e-001,1.813190e-001,3.715743e-001,3.099954e+001,1.000000e+000,0.000000e+000
15284848484.8485,8.217935e-001,1.832115e-001,9.494533e-001,3.447001e+001,1.000000e+000,0.000000e+000
15341414141.4141,8.072494e-001,1.818233e-001,-1.610191e-001,3.152048e+001,1.000000e+000,0.000000e+000
15397979797.9798,8.173354e-001,1.822606e-001,4.220227e-001,3.349097e+001,1.000000e+000,0.000000e+000
15454545454.5455,8.138910e-001,1.825950e-001,4.921000e-001,3.216140e+001,1.000000e+000,0.000000e+000
15511111111.1111,8.222143e-001,1.827787e-001,1.712904e+000,3.298094e+001,1.000000e+000,0.000000e+000
15567676767.6768,8.192043e-001,1.841837e-001,1.598439e+000,3.194256e+001,1.000000e+000,0.000000e+000
15624242424.2424,8.157997e-001,1.832534e-001,2.488932e+000,3.245800e+001,1.000000e+000,0.000000e+000
15680808080.8081,8.112452e-001,1.841656e-001,1.849658e+000,3.075100e+001,1.000000e+000,0.000000e+000
15737373737.3737,8.069227e-001,1.838046e-001,2.203953e+000,3.219033e+001,1.000000e+000,0.000000e+000
15793939393.9394,8.159232e-001,1.857088e-001,2.684092e+000,3.144217e+001,1.000000e+000,0.000000e+000
15850505050.5051,8.021042e-001,1.854187e-001,7.248532e-001,3.091686e+001,1.000000e+000,0.000000e+000
15907070707.0707,8.130847e-001,1.857913e-001,2.498885e+000,2.998247e+001,1.000000e+000,0.000000e+000
15963636363.6364,7.889389e-001,1.851206e-001,1.115323e+000,2.917341e+001,1.000000e+000,0.000000e+000
16020202020.2020,8.077944e-001,1.867235e-001,3.254462e+000,2.998639e+001,1.000000e+000,0.000000e+000
16076767676.7677,7.830127e-001,1.858897e-001,-3.126383e-001,2.858236e+001,1.000000e+000,0.000000e+000
16133333333.3333,8.049267e-001,1.873888e-001,2.568191e+000,3.019553e+001,1.000000e+000,0.000000e+000
16189898989.8990,7.836965e-001,1.865759e-001,-3.450779e-001,2.770668e+001,1.000000e+000,0.000000e+000
16246464646.4646,8.012022e-001,1.874449e-001,2.174264e+000,2.933844e+001,1.000000e+000,0.000000e+000
16303030303.0303,7.886087e-001,1.886862e-001,-5.074381e-001,2.793743e+001,1.000000e+000,0.000000e+000
16359595959.5960,8.003799e-001,1.887422e-001,2.382915e-001,2.929724e+001,1.000000e+000,0.000000e+000
16416161616.1616,7.955943e-001,1.896387e-001,-1.186849e+000,2.736152e+001,1.000000e+000,0.000000e+000
16472727272.7273,7.923999e-001,1.879917e-001,-5.951115e-001,2.847883e+001,1.000000e+000,0.000000e+000
16529292929.2929,7.971521e-001,1.907184e-001,-1.475425e+000,2.753385e+001,1.000000e+000,0.000000e+000
16585858585.8586,7.839346e-001,1.889232e-001,-2.271332e+000,2.722216e+001,1.000000e+000,0.000000e+000
16642424242.4242,8.014941e-001,1.909739e-001,-2.289388e+000,2.598928e+001,1.000000e+000,0.000000e+000
16698989898.9899,7.820383e-001,1.884636e-001,-2.640491e+000,2.535467e+001,1.000000e+000,0.000000e+000
16755555555.5556,7.963200e-001,1.899361e-001,-1.843485e+000,2.517543e+001,1.000000e+000,0.000000e+000
16812121212.1212,7.713832e-001,1.887565e-001,-3.320021e+000,2.483684e+001,1.000000e+000,0.000000e+000
16868686868.6869,7.818247e-001,1.881407e-001,-2.205378e+000,2.407115e+001,1.000000e+000,0.000000e+000
16925252525.2525,7.636588e-001,1.880769e-001,-3.223754e+000,2.348282e+001,1.000000e+000,0.000000e+000
16981818181.8182,7.734315e-001,1.873156e-001,-1.628069e+000,2.281152e+001,1.000000e+000,0.000000e+000
17038383838.3838,7.656887e-001,1.885834e-001,-2.551433e+000,2.334927e+001,1.000000e+000,0.000000e+000
17094949494.9495,7.655427e-001,1.877186e-001,-9.549555e-001,2.316029e+001,1.000000e+000,0.000000e+000
17151515151.5152,7.645360e-001,1.892991e-001,-2.779641e+000,2.385962e+001,1.000000e+000,0.000000e+000
17208080808.0808,7.657297e-001,1.889801e-001,-2.105788e+000,2.423769e+001,1.000000e+000,0.000000e+000
17264646464.6465,7.709110e-001,1.904109e-001,-3.291840e+000,2.372321e+001,1.000000e+000,0.000000e+000
17321212121.2121,7.733989e-001,1.899480e-001,-3.361043e+000,2.359668e+001,1.000000e+000,0.000000e+000
17377777777.7778,7.770718e-001,1.903428e-001,-3.414451e+000,2.334858e+001,1.000000e+000,0.000000e+000
17434343434.3434,7.779736e-001,1.904693e-001,-3.832683e+000,2.387245e+001,1.000000e+000,0.000000e+000
17490909090.9091,7.758901e-001,1.904888e-001,-4.203642e+000,2.350842e+001,1.000000e+000,0.000000e+000
17547474747.4747,7.820794e-001,1.907684e-001,-5.181073e+000,2.354510e+001,1.000000e+000,0.000000e+000
17604040404.0404,7.795997e-001,1.898274e-001,-4.958913e+000,2.264908e+001,1.000000e+000,0.000000e+000
17660606060.6061,7.907183e-001,1.909250e-001,-5.240882e+000,2.311577e+001,1.000000e+000,0.000000e+000
17717171717.1717,7.870169e-001,1.900384e-001,-5.310573e+000,2.243721e+001,1.000000e+000,0.000000e+000
17773737373.7374,7.965895e-001,1.910329e-001,-5.381855e+000,2.382636e+001,1.000000e+000,0.000000e+000
17830303030.3030,7.879837e-001,1.899755e-001,-5.700671e+000,2.266984e+001,1.000000e+000,0.000000e+000
17886868686.8687,7.923353e-001,1.905927e-001,-6.091924e+000,2.351024e+001,1.000000e+000,0.000000e+000
17943434343.4343,7.938316e-001,1.903467e-001,-6.043862e+000,2.253456e+001,1.000000e+000,0.000000e+000
18000000000.0000,7.873479e-001,1.895586e-001,-6.006605e+000,2.244507e+001,1.000000e+000,0.000000e+000

