Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.800000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, November 03, 2023 15:24:12"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u'')
14888888888.8889,7.507275e-001,6.483651e-002,4.842833e+000,2.895045e+000,1.000000e+000,0.000000e+000
14945454545.4545,7.491199e-001,6.537931e-002,4.975870e+000,2.805970e+000,1.000000e+000,0.000000e+000
15002020202.0202,7.417199e-001,6.437561e-002,4.865889e+000,2.828214e+000,1.000000e+000,0.000000e+000
15058585858.5859,7.451258e-001,6.492004e-002,4.887558e+000,2.666782e+000,1.000000e+000,0.000000e+000
15115151515.1515,7.414443e-001,6.376458e-002,4.897170e+000,2.773364e+000,1.000000e+000,0.000000e+000
15171717171.7172,7.498482e-001,6.421904e-002,4.854885e+000,2.667903e+000,1.000000e+000,0.000000e+000
15228282828.2828,7.464310e-001,6.355296e-002,4.850533e+000,2.693027e+000,1.000000e+000,0.000000e+000
15284848484.8485,7.504794e-001,6.397281e-002,4.716090e+000,2.535985e+000,1.000000e+000,0.000000e+000
15341414141.4141,7.398826e-001,6.334388e-002,4.735195e+000,2.613778e+000,1.000000e+000,0.000000e+000
15397979797.9798,7.473936e-001,6.325742e-002,4.643739e+000,2.463209e+000,1.000000e+000,0.000000e+000
15454545454.5455,7.447009e-001,6.324942e-002,4.628065e+000,2.479172e+000,1.000000e+000,0.000000e+000
15511111111.1111,7.524156e-001,6.301226e-002,4.550813e+000,2.384402e+000,1.000000e+000,0.000000e+000
15567676767.6768,7.478133e-001,6.333632e-002,4.500477e+000,2.424674e+000,1.000000e+000,0.000000e+000
15624242424.2424,7.478279e-001,6.273753e-002,4.435977e+000,2.349943e+000,1.000000e+000,0.000000e+000
15680808080.8081,7.414095e-001,6.300844e-002,4.343860e+000,2.372698e+000,1.000000e+000,0.000000e+000
15737373737.3737,7.429640e-001,6.257200e-002,4.368564e+000,2.284846e+000,1.000000e+000,0.000000e+000
15793939393.9394,7.447422e-001,6.300594e-002,4.248212e+000,2.263953e+000,1.000000e+000,0.000000e+000
15850505050.5051,7.400163e-001,6.262043e-002,4.342190e+000,2.277346e+000,1.000000e+000,0.000000e+000
15907070707.0707,7.449947e-001,6.263434e-002,4.153199e+000,2.216312e+000,1.000000e+000,0.000000e+000
15963636363.6364,7.311062e-001,6.226016e-002,4.244249e+000,2.293920e+000,1.000000e+000,0.000000e+000
16020202020.2020,7.427941e-001,6.245619e-002,4.075537e+000,2.130448e+000,1.000000e+000,0.000000e+000
16076767676.7677,7.266193e-001,6.222458e-002,4.190021e+000,2.261708e+000,1.000000e+000,0.000000e+000
16133333333.3333,7.414931e-001,6.218790e-002,4.061405e+000,2.073513e+000,1.000000e+000,0.000000e+000
16189898989.8990,7.252862e-001,6.194164e-002,4.098578e+000,2.228947e+000,1.000000e+000,0.000000e+000
16246464646.4646,7.394312e-001,6.165292e-002,4.007907e+000,2.036349e+000,1.000000e+000,0.000000e+000
16303030303.0303,7.271497e-001,6.207383e-002,3.978698e+000,2.141425e+000,1.000000e+000,0.000000e+000
16359595959.5960,7.373873e-001,6.155772e-002,4.004439e+000,2.014639e+000,1.000000e+000,0.000000e+000
16416161616.1616,7.305840e-001,6.192016e-002,3.890323e+000,2.080302e+000,1.000000e+000,0.000000e+000
16472727272.7273,7.299147e-001,6.116053e-002,3.936091e+000,2.007251e+000,1.000000e+000,0.000000e+000
16529292929.2929,7.290781e-001,6.183951e-002,3.789477e+000,1.985943e+000,1.000000e+000,0.000000e+000
16585858585.8586,7.236644e-001,6.118885e-002,3.891329e+000,1.994359e+000,1.000000e+000,0.000000e+000
16642424242.4242,7.332394e-001,6.163835e-002,3.749311e+000,1.952184e+000,1.000000e+000,0.000000e+000
16698989898.9899,7.220797e-001,6.111538e-002,3.839235e+000,2.039001e+000,1.000000e+000,0.000000e+000
16755555555.5556,7.313535e-001,6.129885e-002,3.689961e+000,1.943405e+000,1.000000e+000,0.000000e+000
16812121212.1212,7.156496e-001,6.122019e-002,3.778213e+000,2.027069e+000,1.000000e+000,0.000000e+000
16868686868.6869,7.241704e-001,6.080287e-002,3.681264e+000,1.926540e+000,1.000000e+000,0.000000e+000
16925252525.2525,7.128088e-001,6.106394e-002,3.751881e+000,2.017494e+000,1.000000e+000,0.000000e+000
16981818181.8182,7.223338e-001,6.053665e-002,3.697890e+000,1.960786e+000,1.000000e+000,0.000000e+000
17038383838.3838,7.162569e-001,6.099839e-002,3.712543e+000,2.023637e+000,1.000000e+000,0.000000e+000
17094949494.9495,7.153180e-001,6.033139e-002,3.676196e+000,1.981245e+000,1.000000e+000,0.000000e+000
17151515151.5152,7.116069e-001,6.063051e-002,3.679644e+000,2.001961e+000,1.000000e+000,0.000000e+000
17208080808.0808,7.114466e-001,6.013504e-002,3.717318e+000,1.943112e+000,1.000000e+000,0.000000e+000
17264646464.6465,7.126040e-001,6.018550e-002,3.678863e+000,1.959231e+000,1.000000e+000,0.000000e+000
17321212121.2121,7.138853e-001,5.991374e-002,3.740016e+000,1.956928e+000,1.000000e+000,0.000000e+000
17377777777.7778,7.151336e-001,5.959502e-002,3.662757e+000,1.960933e+000,1.000000e+000,0.000000e+000
17434343434.3434,7.153310e-001,5.956874e-002,3.685680e+000,1.920965e+000,1.000000e+000,0.000000e+000
17490909090.9091,7.120500e-001,5.917464e-002,3.616129e+000,1.903785e+000,1.000000e+000,0.000000e+000
17547474747.4747,7.158842e-001,5.925678e-002,3.658204e+000,1.861085e+000,1.000000e+000,0.000000e+000
17604040404.0404,7.143305e-001,5.857942e-002,3.597624e+000,1.854807e+000,1.000000e+000,0.000000e+000
17660606060.6061,7.212653e-001,5.904140e-002,3.587772e+000,1.815975e+000,1.000000e+000,0.000000e+000
17717171717.1717,7.189577e-001,5.843310e-002,3.576400e+000,1.838520e+000,1.000000e+000,0.000000e+000
17773737373.7374,7.253383e-001,5.864887e-002,3.518600e+000,1.758722e+000,1.000000e+000,0.000000e+000
17830303030.3030,7.185288e-001,5.823631e-002,3.512361e+000,1.792828e+000,1.000000e+000,0.000000e+000
17886868686.8687,7.218456e-001,5.814083e-002,3.472392e+000,1.699126e+000,1.000000e+000,0.000000e+000
17943434343.4343,7.224378e-001,5.823445e-002,3.444971e+000,1.721584e+000,1.000000e+000,0.000000e+000
18000000000.0000,7.189617e-001,5.774136e-002,3.449847e+000,1.697036e+000,1.000000e+000,0.000000e+000

