Transmission Line And Free Space Method 18.0.18011201,,,,,,,,,,,,,,
Keysight Technologies,N5232B,MY57181309,A.13.20.12,,,,,,,,,,,
13022222222,1.73E+01,2.82E+01,8.81E-01,3.87E-02,8.26E-01,4.51E-02,,0.682,0.002,0.316,,4.973,26.910,21.937
13078787879,1.71E+01,2.88E+01,8.70E-01,1.72E-02,8.29E-01,4.54E-02,,0.687,0.002,0.311,,5.048,26.863,21.815
13135353535,1.74E+01,2.81E+01,8.72E-01,3.74E-02,8.24E-01,4.52E-02,,0.680,0.002,0.318,,4.945,26.893,21.948
13191919192,1.67E+01,2.84E+01,8.83E-01,1.47E-02,8.26E-01,4.52E-02,,0.682,0.002,0.316,,4.973,26.894,21.921
13248484848,1.74E+01,2.78E+01,8.75E-01,4.21E-02,8.22E-01,4.53E-02,,0.675,0.002,0.323,,4.887,26.887,22.000
13305050505,1.66E+01,2.77E+01,8.95E-01,2.88E-02,8.21E-01,4.51E-02,,0.674,0.002,0.324,,4.861,26.921,22.060
13361616162,1.76E+01,2.77E+01,8.67E-01,4.53E-02,8.19E-01,4.52E-02,,0.670,0.002,0.328,,4.820,26.899,22.078
13418181818,1.67E+01,2.79E+01,8.82E-01,2.19E-02,8.22E-01,4.51E-02,,0.675,0.002,0.323,,4.884,26.915,22.031
13474747475,1.69E+01,2.77E+01,8.81E-01,2.79E-02,8.18E-01,4.50E-02,,0.669,0.002,0.329,,4.807,26.933,22.126
13531313131,1.50E+01,2.82E+01,9.18E-01,-2.66E-02,8.22E-01,4.51E-02,,0.675,0.002,0.323,,4.881,26.911,22.030
13587878788,1.57E+01,2.73E+01,9.20E-01,1.05E-02,8.16E-01,4.48E-02,,0.666,0.002,0.332,,4.768,26.978,22.210
13644444444,1.53E+01,2.77E+01,9.18E-01,-8.70E-03,8.16E-01,4.50E-02,,0.666,0.002,0.332,,4.769,26.945,22.176
13701010101,1.62E+01,2.75E+01,8.95E-01,1.37E-02,8.15E-01,4.47E-02,,0.664,0.002,0.334,,4.743,26.989,22.246
13757575758,1.51E+01,2.79E+01,9.11E-01,-2.47E-02,8.16E-01,4.49E-02,,0.666,0.002,0.332,,4.758,26.953,22.195
13814141414,1.55E+01,2.79E+01,9.00E-01,-1.54E-02,8.19E-01,4.47E-02,,0.671,0.002,0.327,,4.823,26.988,22.166
13870707071,1.45E+01,2.72E+01,9.41E-01,-1.97E-02,8.13E-01,4.45E-02,,0.661,0.002,0.337,,4.695,27.037,22.342
13927272727,1.57E+01,2.74E+01,9.04E-01,3.64E-04,8.17E-01,4.46E-02,,0.668,0.002,0.330,,4.789,27.010,22.221
13983838384,1.53E+01,2.66E+01,9.26E-01,1.24E-02,8.07E-01,4.45E-02,,0.651,0.002,0.347,,4.574,27.032,22.458
14040404040,1.61E+01,2.76E+01,8.83E-01,6.18E-05,8.12E-01,4.45E-02,,0.660,0.002,0.338,,4.686,27.030,22.343
14096969697,1.52E+01,2.73E+01,9.09E-01,-1.23E-02,8.09E-01,4.44E-02,,0.655,0.002,0.343,,4.616,27.055,22.438
14153535354,1.52E+01,2.76E+01,9.02E-01,-2.31E-02,8.16E-01,4.42E-02,,0.665,0.002,0.333,,4.754,27.097,22.343
14210101010,1.51E+01,2.64E+01,9.29E-01,6.05E-03,8.08E-01,4.44E-02,,0.653,0.002,0.345,,4.603,27.062,22.459
14266666667,1.52E+01,2.65E+01,9.19E-01,6.52E-03,8.08E-01,4.40E-02,,0.653,0.002,0.345,,4.595,27.131,22.537
14323232323,1.58E+01,2.64E+01,9.04E-01,1.61E-02,8.04E-01,4.44E-02,,0.646,0.002,0.352,,4.514,27.048,22.535
14379797980,1.54E+01,2.66E+01,9.07E-01,3.01E-03,8.02E-01,4.38E-02,,0.644,0.002,0.355,,4.480,27.166,22.685
14436363636,1.55E+01,2.65E+01,9.05E-01,2.83E-03,8.04E-01,4.41E-02,,0.647,0.002,0.352,,4.517,27.111,22.594
14492929293,1.45E+01,2.65E+01,9.31E-01,-2.05E-02,8.06E-01,4.37E-02,,0.650,0.002,0.348,,4.564,27.195,22.631
14549494949,1.54E+01,2.58E+01,9.19E-01,2.14E-02,8.04E-01,4.39E-02,,0.647,0.002,0.351,,4.525,27.149,22.625
14606060606,1.45E+01,2.60E+01,9.38E-01,-9.53E-03,7.99E-01,4.39E-02,,0.639,0.002,0.359,,4.427,27.153,22.727
14662626263,1.60E+01,2.57E+01,9.00E-01,3.26E-02,8.00E-01,4.37E-02,,0.640,0.002,0.358,,4.439,27.199,22.760
14719191919,1.44E+01,2.60E+01,9.34E-01,-1.58E-02,7.95E-01,4.36E-02,,0.632,0.002,0.366,,4.345,27.210,22.864
14775757576,1.57E+01,2.59E+01,9.00E-01,1.79E-02,8.01E-01,4.33E-02,,0.641,0.002,0.357,,4.453,27.270,22.817
14832323232,1.40E+01,2.61E+01,9.37E-01,-2.96E-02,7.98E-01,4.36E-02,,0.637,0.002,0.361,,4.400,27.216,22.816
14888888889,1.51E+01,2.55E+01,9.23E-01,1.33E-02,8.01E-01,4.32E-02,,0.642,0.002,0.356,,4.461,27.285,22.824
14945454545,1.45E+01,2.52E+01,9.42E-01,5.99E-03,7.92E-01,4.33E-02,,0.627,0.002,0.371,,4.286,27.265,22.979
15002020202,1.51E+01,2.57E+01,9.11E-01,7.15E-03,7.98E-01,4.30E-02,,0.637,0.002,0.362,,4.396,27.334,22.938
15058585859,1.50E+01,2.53E+01,9.17E-01,1.17E-02,7.91E-01,4.30E-02,,0.626,0.002,0.372,,4.274,27.328,23.054
15115151515,1.47E+01,2.59E+01,9.14E-01,-1.10E-02,7.96E-01,4.27E-02,,0.634,0.002,0.364,,4.365,27.386,23.021
15171717172,1.48E+01,2.51E+01,9.27E-01,7.83E-03,7.94E-01,4.30E-02,,0.630,0.002,0.368,,4.319,27.338,23.019
15228282828,1.43E+01,2.56E+01,9.30E-01,-1.70E-02,7.97E-01,4.27E-02,,0.635,0.002,0.363,,4.379,27.396,23.016
15284848485,1.51E+01,2.45E+01,9.28E-01,3.12E-02,7.89E-01,4.26E-02,,0.623,0.002,0.375,,4.237,27.417,23.180
15341414141,1.48E+01,2.53E+01,9.15E-01,8.13E-04,7.92E-01,4.24E-02,,0.628,0.002,0.370,,4.295,27.460,23.166
15397979798,1.52E+01,2.48E+01,9.15E-01,2.45E-02,7.87E-01,4.22E-02,,0.620,0.002,0.378,,4.200,27.484,23.284
15454545455,1.48E+01,2.56E+01,9.04E-01,-9.91E-03,7.92E-01,4.24E-02,,0.628,0.002,0.370,,4.293,27.463,23.170
15511111111,1.50E+01,2.46E+01,9.22E-01,2.09E-02,7.89E-01,4.21E-02,,0.622,0.002,0.376,,4.227,27.516,23.288
15567676768,1.44E+01,2.52E+01,9.19E-01,-1.13E-02,7.92E-01,4.22E-02,,0.628,0.002,0.370,,4.292,27.487,23.195
15624242424,1.51E+01,2.42E+01,9.21E-01,3.47E-02,7.88E-01,4.17E-02,,0.621,0.002,0.378,,4.210,27.589,23.379
15680808081,1.47E+01,2.49E+01,9.13E-01,3.74E-03,7.86E-01,4.19E-02,,0.618,0.002,0.380,,4.182,27.561,23.378
15737373737,1.53E+01,2.46E+01,9.01E-01,2.36E-02,7.89E-01,4.17E-02,,0.623,0.002,0.375,,4.239,27.596,23.356
15793939394,1.43E+01,2.48E+01,9.23E-01,-6.75E-03,7.84E-01,4.16E-02,,0.614,0.002,0.384,,4.137,27.610,23.473
15850505051,1.50E+01,2.46E+01,9.08E-01,1.56E-02,7.90E-01,4.15E-02,,0.624,0.002,0.375,,4.244,27.635,23.391
15907070707,1.44E+01,2.43E+01,9.30E-01,7.08E-03,7.82E-01,4.13E-02,,0.612,0.002,0.387,,4.107,27.674,23.568
15963636364,1.50E+01,2.44E+01,9.08E-01,1.99E-02,7.89E-01,4.12E-02,,0.622,0.002,0.376,,4.229,27.700,23.472
16020202020,1.47E+01,2.43E+01,9.18E-01,1.33E-02,7.82E-01,4.12E-02,,0.612,0.002,0.386,,4.111,27.698,23.587
16076767677,1.48E+01,2.45E+01,9.07E-01,8.01E-03,7.87E-01,4.10E-02,,0.619,0.002,0.379,,4.194,27.740,23.547
16133333333,1.46E+01,2.43E+01,9.17E-01,6.20E-03,7.83E-01,4.11E-02,,0.613,0.002,0.385,,4.123,27.719,23.596
16189898990,1.46E+01,2.43E+01,9.15E-01,8.97E-03,7.83E-01,4.06E-02,,0.613,0.002,0.386,,4.118,27.831,23.713
16246464646,1.47E+01,2.39E+01,9.17E-01,2.11E-02,7.80E-01,4.08E-02,,0.609,0.002,0.390,,4.076,27.791,23.716
16303030303,1.46E+01,2.43E+01,9.11E-01,8.09E-03,7.81E-01,4.04E-02,,0.610,0.002,0.388,,4.090,27.875,23.784
16359595960,1.47E+01,2.36E+01,9.22E-01,2.52E-02,7.79E-01,4.04E-02,,0.606,0.002,0.392,,4.047,27.875,23.827
16416161616,1.46E+01,2.40E+01,9.14E-01,9.53E-03,7.80E-01,4.03E-02,,0.609,0.002,0.390,,4.076,27.904,23.828
16472727273,1.49E+01,2.33E+01,9.21E-01,3.89E-02,7.75E-01,4.01E-02,,0.601,0.002,0.398,,3.987,27.946,23.959
16529292929,1.47E+01,2.39E+01,9.08E-01,1.33E-02,7.76E-01,4.01E-02,,0.601,0.002,0.397,,3.996,27.939,23.943
16585858586,1.51E+01,2.32E+01,9.09E-01,4.23E-02,7.74E-01,3.98E-02,,0.599,0.002,0.400,,3.966,28.004,24.039
16642424242,1.45E+01,2.41E+01,9.06E-01,3.12E-03,7.80E-01,4.00E-02,,0.608,0.002,0.390,,4.070,27.960,23.890
16698989899,1.48E+01,2.31E+01,9.19E-01,3.85E-02,7.77E-01,3.96E-02,,0.604,0.002,0.395,,4.020,28.045,24.025
16755555556,1.44E+01,2.35E+01,9.19E-01,1.43E-02,7.78E-01,3.97E-02,,0.605,0.002,0.394,,4.030,28.024,23.994
16812121212,1.50E+01,2.31E+01,9.09E-01,3.93E-02,7.74E-01,3.95E-02,,0.599,0.002,0.400,,3.966,28.073,24.107
16868686869,1.47E+01,2.35E+01,9.07E-01,2.10E-02,7.71E-01,3.94E-02,,0.594,0.002,0.404,,3.914,28.092,24.178
16925252525,1.48E+01,2.36E+01,9.00E-01,1.69E-02,7.74E-01,3.94E-02,,0.599,0.002,0.399,,3.968,28.100,24.131
16981818182,1.43E+01,2.34E+01,9.19E-01,1.00E-02,7.74E-01,3.91E-02,,0.599,0.002,0.399,,3.969,28.153,24.183
17038383838,1.45E+01,2.34E+01,9.11E-01,1.28E-02,7.78E-01,3.91E-02,,0.606,0.002,0.393,,4.042,28.147,24.104
17094949495,1.43E+01,2.29E+01,9.26E-01,2.22E-02,7.70E-01,3.88E-02,,0.593,0.002,0.405,,3.906,28.216,24.310
17151515152,1.48E+01,2.33E+01,9.01E-01,2.23E-02,7.74E-01,3.88E-02,,0.600,0.002,0.399,,3.974,28.216,24.241
17208080808,1.44E+01,2.31E+01,9.14E-01,1.68E-02,7.66E-01,3.86E-02,,0.587,0.001,0.412,,3.840,28.273,24.433
17264646465,1.48E+01,2.35E+01,8.91E-01,1.48E-02,7.75E-01,3.85E-02,,0.601,0.001,0.398,,3.989,28.290,24.301
17321212121,1.41E+01,2.31E+01,9.22E-01,8.89E-03,7.69E-01,3.84E-02,,0.591,0.001,0.407,,3.887,28.325,24.438
17377777778,1.47E+01,2.32E+01,8.99E-01,1.96E-02,7.76E-01,3.82E-02,,0.602,0.001,0.396,,4.003,28.353,24.350
17434343434,1.43E+01,2.27E+01,9.21E-01,2.58E-02,7.67E-01,3.81E-02,,0.589,0.001,0.410,,3.862,28.383,24.521
17490909091,1.50E+01,2.31E+01,8.89E-01,3.04E-02,7.70E-01,3.79E-02,,0.594,0.001,0.405,,3.910,28.421,24.511
17547474747,1.47E+01,2.28E+01,9.02E-01,3.04E-02,7.67E-01,3.79E-02,,0.588,0.001,0.411,,3.846,28.429,24.583
17604040404,1.48E+01,2.33E+01,8.86E-01,1.52E-02,7.68E-01,3.77E-02,,0.590,0.001,0.408,,3.876,28.476,24.600
17660606061,1.46E+01,2.27E+01,9.03E-01,2.60E-02,7.69E-01,3.78E-02,,0.591,0.001,0.407,,3.885,28.460,24.575
17717171717,1.43E+01,2.30E+01,9.08E-01,1.00E-02,7.67E-01,3.74E-02,,0.589,0.001,0.410,,3.857,28.534,24.677
17773737374,1.49E+01,2.22E+01,9.04E-01,4.56E-02,7.69E-01,3.74E-02,,0.591,0.001,0.408,,3.880,28.534,24.654
17830303030,1.44E+01,2.26E+01,9.06E-01,2.38E-02,7.64E-01,3.72E-02,,0.583,0.001,0.415,,3.801,28.587,24.785
17886868687,1.50E+01,2.23E+01,8.94E-01,4.55E-02,7.66E-01,3.72E-02,,0.587,0.001,0.412,,3.837,28.589,24.752
17943434343,1.43E+01,2.28E+01,9.02E-01,1.43E-02,7.63E-01,3.71E-02,,0.582,0.001,0.417,,3.789,28.607,24.818
18000000000,1.48E+01,2.22E+01,9.00E-01,4.06E-02,7.65E-01,3.69E-02,,0.585,0.001,0.414,,3.819,28.663,24.844
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Average,,0.635,0.002,0.363,,4.394,27.519,23.125
