Transmission Line And Free Space Method 18.0.18011201,,,,,,,,,,,,,,
Keysight Technologies,N5232B,MY57181309,A.13.20.12,,,,,,,,,,,
13022222222,6.27E-01,4.93E-01,7.01E+00,4.64E+00,1.06E+00,1.64E-02,,0.39,0.24,0.36,,2.17,6.14,3.96
13078787879,6.24E-01,4.95E-01,6.99E+00,4.62E+00,1.06E+00,1.47E-02,,0.39,0.24,0.37,,2.14,6.11,3.97
13135353535,6.26E-01,4.95E-01,6.99E+00,4.62E+00,1.07E+00,1.70E-02,,0.39,0.24,0.36,,2.16,6.11,3.95
13191919192,6.23E-01,4.95E-01,6.96E+00,4.61E+00,1.07E+00,2.35E-02,,0.39,0.25,0.37,,2.13,6.10,3.97
13248484848,6.23E-01,4.95E-01,6.97E+00,4.59E+00,1.05E+00,2.36E-02,,0.39,0.25,0.37,,2.14,6.10,3.96
13305050505,6.23E-01,4.98E-01,6.94E+00,4.57E+00,1.06E+00,2.20E-02,,0.39,0.25,0.36,,2.13,6.06,3.93
13361616162,6.22E-01,4.98E-01,6.95E+00,4.58E+00,1.05E+00,1.25E-02,,0.39,0.25,0.37,,2.12,6.06,3.94
13418181818,6.23E-01,4.99E-01,6.94E+00,4.54E+00,1.06E+00,2.04E-02,,0.39,0.25,0.36,,2.13,6.04,3.91
13474747475,6.21E-01,4.99E-01,6.91E+00,4.56E+00,1.07E+00,2.18E-02,,0.39,0.25,0.37,,2.12,6.04,3.92
13531313131,6.23E-01,5.00E-01,6.90E+00,4.50E+00,1.01E+00,3.45E-02,,0.39,0.25,0.36,,2.14,6.03,3.89
13587878788,6.19E-01,4.99E-01,6.89E+00,4.50E+00,1.02E+00,3.31E-02,,0.38,0.25,0.37,,2.10,6.03,3.93
13644444444,6.22E-01,5.02E-01,6.90E+00,4.46E+00,9.96E-01,2.01E-02,,0.39,0.25,0.36,,2.12,5.99,3.86
13701010101,6.17E-01,5.01E-01,6.88E+00,4.47E+00,1.03E+00,2.39E-02,,0.38,0.25,0.37,,2.08,6.00,3.92
13757575758,6.19E-01,5.02E-01,6.88E+00,4.45E+00,1.02E+00,2.36E-02,,0.38,0.25,0.36,,2.10,5.98,3.88
13814141414,6.17E-01,5.03E-01,6.85E+00,4.44E+00,1.03E+00,3.45E-02,,0.38,0.25,0.37,,2.08,5.98,3.90
13870707071,6.20E-01,5.03E-01,6.86E+00,4.44E+00,1.03E+00,3.41E-02,,0.38,0.25,0.36,,2.11,5.96,3.86
13927272727,6.16E-01,5.04E-01,6.83E+00,4.42E+00,1.02E+00,4.24E-02,,0.38,0.25,0.37,,2.07,5.95,3.88
13983838384,6.16E-01,5.04E-01,6.86E+00,4.40E+00,1.01E+00,2.76E-02,,0.38,0.25,0.37,,2.07,5.96,3.89
14040404040,6.13E-01,5.05E-01,6.83E+00,4.39E+00,1.02E+00,2.78E-02,,0.38,0.25,0.37,,2.05,5.94,3.89
14096969697,6.14E-01,5.04E-01,6.86E+00,4.41E+00,1.03E+00,2.28E-02,,0.38,0.25,0.37,,2.06,5.95,3.89
14153535354,6.17E-01,5.05E-01,6.81E+00,4.39E+00,1.03E+00,4.04E-02,,0.38,0.25,0.37,,2.08,5.94,3.86
14210101010,6.15E-01,5.07E-01,6.83E+00,4.38E+00,1.02E+00,3.36E-02,,0.38,0.26,0.36,,2.07,5.90,3.83
14266666667,6.16E-01,5.04E-01,6.80E+00,4.37E+00,1.02E+00,5.27E-02,,0.38,0.25,0.37,,2.07,5.95,3.88
14323232323,6.12E-01,5.07E-01,6.84E+00,4.35E+00,1.00E+00,1.74E-02,,0.37,0.26,0.37,,2.04,5.91,3.87
14379797980,6.13E-01,5.05E-01,6.82E+00,4.34E+00,1.02E+00,3.39E-02,,0.38,0.25,0.37,,2.05,5.94,3.90
14436363636,6.12E-01,5.08E-01,6.83E+00,4.35E+00,1.02E+00,1.81E-02,,0.37,0.26,0.37,,2.04,5.88,3.84
14492929293,6.17E-01,5.06E-01,6.81E+00,4.33E+00,1.02E+00,4.38E-02,,0.38,0.26,0.36,,2.08,5.91,3.83
14549494949,6.14E-01,5.07E-01,6.80E+00,4.33E+00,1.01E+00,3.88E-02,,0.38,0.26,0.37,,2.06,5.90,3.84
14606060606,6.16E-01,5.08E-01,6.79E+00,4.30E+00,1.01E+00,3.32E-02,,0.38,0.26,0.36,,2.07,5.88,3.81
14662626263,6.10E-01,5.06E-01,6.79E+00,4.29E+00,9.91E-01,2.94E-02,,0.37,0.26,0.37,,2.02,5.91,3.89
14719191919,6.12E-01,5.11E-01,6.80E+00,4.27E+00,1.01E+00,2.02E-02,,0.38,0.26,0.36,,2.04,5.84,3.79
14775757576,6.10E-01,5.07E-01,6.77E+00,4.30E+00,1.02E+00,3.07E-02,,0.37,0.26,0.37,,2.02,5.90,3.88
14832323232,6.16E-01,5.10E-01,6.79E+00,4.28E+00,1.02E+00,2.55E-02,,0.38,0.26,0.36,,2.07,5.84,3.77
14888888889,6.14E-01,5.07E-01,6.75E+00,4.27E+00,1.00E+00,4.88E-02,,0.38,0.26,0.37,,2.06,5.90,3.84
14945454545,6.12E-01,5.11E-01,6.75E+00,4.24E+00,9.98E-01,3.05E-02,,0.37,0.26,0.36,,2.04,5.84,3.80
15002020202,6.10E-01,5.09E-01,6.74E+00,4.26E+00,1.01E+00,2.95E-02,,0.37,0.26,0.37,,2.02,5.86,3.84
15058585859,6.08E-01,5.11E-01,6.76E+00,4.23E+00,9.97E-01,1.76E-02,,0.37,0.26,0.37,,2.00,5.84,3.84
15115151515,6.12E-01,5.09E-01,6.75E+00,4.25E+00,1.02E+00,2.78E-02,,0.37,0.26,0.37,,2.04,5.86,3.82
15171717172,6.11E-01,5.08E-01,6.72E+00,4.22E+00,9.99E-01,4.19E-02,,0.37,0.26,0.37,,2.03,5.87,3.85
15228282828,6.15E-01,5.12E-01,6.72E+00,4.23E+00,1.01E+00,2.98E-02,,0.38,0.26,0.36,,2.06,5.82,3.76
15284848485,6.11E-01,5.11E-01,6.73E+00,4.21E+00,9.95E-01,2.26E-02,,0.37,0.26,0.36,,2.03,5.82,3.79
15341414141,6.10E-01,5.12E-01,6.72E+00,4.21E+00,1.01E+00,2.28E-02,,0.37,0.26,0.37,,2.02,5.82,3.80
15397979798,6.10E-01,5.10E-01,6.72E+00,4.20E+00,1.01E+00,2.22E-02,,0.37,0.26,0.37,,2.02,5.84,3.82
15454545455,6.11E-01,5.11E-01,6.71E+00,4.20E+00,1.00E+00,2.37E-02,,0.37,0.26,0.37,,2.03,5.84,3.80
15511111111,6.13E-01,5.11E-01,6.71E+00,4.19E+00,1.00E+00,2.65E-02,,0.38,0.26,0.36,,2.05,5.83,3.78
15567676768,6.14E-01,5.13E-01,6.70E+00,4.18E+00,9.98E-01,2.44E-02,,0.38,0.26,0.36,,2.05,5.80,3.74
15624242424,6.13E-01,5.11E-01,6.71E+00,4.18E+00,9.96E-01,2.59E-02,,0.38,0.26,0.36,,2.04,5.83,3.79
15680808081,6.11E-01,5.11E-01,6.69E+00,4.16E+00,9.93E-01,2.54E-02,,0.37,0.26,0.37,,2.03,5.83,3.80
15737373737,6.10E-01,5.11E-01,6.69E+00,4.15E+00,9.85E-01,2.30E-02,,0.37,0.26,0.37,,2.02,5.84,3.82
15793939394,6.13E-01,5.13E-01,6.69E+00,4.13E+00,9.91E-01,1.89E-02,,0.38,0.26,0.36,,2.04,5.80,3.76
15850505051,6.11E-01,5.13E-01,6.68E+00,4.13E+00,9.91E-01,2.26E-02,,0.37,0.26,0.36,,2.03,5.80,3.77
15907070707,6.13E-01,5.13E-01,6.67E+00,4.13E+00,9.99E-01,2.38E-02,,0.38,0.26,0.36,,2.05,5.80,3.75
15963636364,6.09E-01,5.12E-01,6.66E+00,4.12E+00,9.85E-01,2.72E-02,,0.37,0.26,0.37,,2.01,5.82,3.81
16020202020,6.10E-01,5.13E-01,6.65E+00,4.10E+00,9.87E-01,2.31E-02,,0.37,0.26,0.36,,2.02,5.80,3.78
16076767677,6.08E-01,5.13E-01,6.66E+00,4.10E+00,9.92E-01,1.78E-02,,0.37,0.26,0.37,,2.01,5.79,3.79
16133333333,6.11E-01,5.15E-01,6.64E+00,4.07E+00,9.89E-01,1.96E-02,,0.37,0.26,0.36,,2.03,5.77,3.74
16189898990,6.10E-01,5.14E-01,6.64E+00,4.10E+00,1.00E+00,1.59E-02,,0.37,0.26,0.36,,2.02,5.78,3.75
16246464646,6.11E-01,5.15E-01,6.62E+00,4.06E+00,9.90E-01,2.12E-02,,0.37,0.27,0.36,,2.03,5.77,3.73
16303030303,6.12E-01,5.16E-01,6.63E+00,4.08E+00,1.01E+00,1.13E-02,,0.37,0.27,0.36,,2.04,5.75,3.71
16359595960,6.13E-01,5.16E-01,6.62E+00,4.06E+00,1.00E+00,1.69E-02,,0.38,0.27,0.36,,2.05,5.74,3.70
16416161616,6.14E-01,5.16E-01,6.62E+00,4.08E+00,1.01E+00,1.21E-02,,0.38,0.27,0.36,,2.06,5.74,3.69
16472727273,6.12E-01,5.15E-01,6.62E+00,4.06E+00,1.00E+00,1.45E-02,,0.37,0.27,0.36,,2.04,5.77,3.73
16529292929,6.14E-01,5.17E-01,6.63E+00,4.07E+00,1.01E+00,2.43E-03,,0.38,0.27,0.36,,2.05,5.73,3.68
16585858586,6.11E-01,5.14E-01,6.63E+00,4.06E+00,1.01E+00,1.07E-02,,0.37,0.26,0.36,,2.03,5.78,3.74
16642424242,6.17E-01,5.16E-01,6.61E+00,4.07E+00,1.01E+00,1.13E-02,,0.38,0.27,0.35,,2.08,5.74,3.66
16698989899,6.15E-01,5.13E-01,6.62E+00,4.07E+00,1.01E+00,2.22E-02,,0.38,0.26,0.36,,2.06,5.79,3.73
16755555556,6.18E-01,5.15E-01,6.60E+00,4.06E+00,1.00E+00,1.34E-02,,0.38,0.27,0.35,,2.09,5.77,3.68
16812121212,6.14E-01,5.14E-01,6.63E+00,4.05E+00,1.00E+00,7.82E-03,,0.38,0.26,0.36,,2.05,5.79,3.73
16868686869,6.14E-01,5.12E-01,6.60E+00,4.04E+00,1.00E+00,1.54E-02,,0.38,0.26,0.36,,2.05,5.81,3.76
16925252525,6.15E-01,5.13E-01,6.62E+00,4.04E+00,1.00E+00,9.94E-03,,0.38,0.26,0.36,,2.06,5.79,3.73
16981818182,6.16E-01,5.12E-01,6.58E+00,4.03E+00,9.96E-01,2.68E-02,,0.38,0.26,0.36,,2.07,5.82,3.75
17038383838,6.18E-01,5.15E-01,6.61E+00,4.02E+00,9.89E-01,1.32E-02,,0.38,0.26,0.35,,2.09,5.77,3.68
17094949495,6.14E-01,5.12E-01,6.56E+00,4.00E+00,9.85E-01,2.48E-02,,0.38,0.26,0.36,,2.06,5.81,3.76
17151515152,6.15E-01,5.14E-01,6.59E+00,4.00E+00,9.84E-01,5.38E-03,,0.38,0.26,0.36,,2.06,5.77,3.71
17208080808,6.12E-01,5.14E-01,6.57E+00,3.98E+00,9.95E-01,9.65E-03,,0.37,0.26,0.36,,2.03,5.78,3.74
17264646465,6.15E-01,5.14E-01,6.57E+00,4.00E+00,9.98E-01,5.89E-03,,0.38,0.26,0.36,,2.06,5.77,3.71
17321212121,6.15E-01,5.16E-01,6.56E+00,3.98E+00,9.98E-01,1.49E-02,,0.38,0.27,0.36,,2.06,5.75,3.69
17377777778,6.15E-01,5.14E-01,6.53E+00,3.99E+00,9.96E-01,1.87E-02,,0.38,0.26,0.36,,2.06,5.79,3.72
17434343434,6.14E-01,5.16E-01,6.54E+00,3.96E+00,9.90E-01,1.38E-02,,0.38,0.27,0.36,,2.06,5.75,3.69
17490909091,6.13E-01,5.14E-01,6.53E+00,3.97E+00,9.94E-01,1.01E-02,,0.38,0.26,0.36,,2.04,5.78,3.74
17547474747,6.13E-01,5.15E-01,6.54E+00,3.95E+00,9.95E-01,1.04E-02,,0.38,0.27,0.36,,2.05,5.77,3.72
17604040404,6.13E-01,5.13E-01,6.53E+00,3.97E+00,1.01E+00,1.21E-02,,0.38,0.26,0.36,,2.05,5.79,3.74
17660606061,6.16E-01,5.14E-01,6.52E+00,3.95E+00,9.92E-01,2.01E-02,,0.38,0.26,0.36,,2.07,5.78,3.71
17717171717,6.17E-01,5.15E-01,6.52E+00,3.95E+00,9.98E-01,1.29E-02,,0.38,0.27,0.35,,2.08,5.76,3.69
17773737374,6.17E-01,5.14E-01,6.51E+00,3.92E+00,9.82E-01,1.58E-02,,0.38,0.26,0.36,,2.08,5.78,3.70
17830303030,6.16E-01,5.15E-01,6.51E+00,3.92E+00,9.95E-01,4.97E-03,,0.38,0.27,0.36,,2.07,5.76,3.69
17886868687,6.14E-01,5.14E-01,6.51E+00,3.92E+00,9.93E-01,5.86E-03,,0.38,0.26,0.36,,2.06,5.78,3.72
17943434343,6.16E-01,5.16E-01,6.51E+00,3.93E+00,9.99E-01,8.98E-04,,0.38,0.27,0.35,,2.08,5.75,3.68
18000000000,6.14E-01,5.14E-01,6.50E+00,3.93E+00,1.00E+00,1.11E-02,,0.38,0.26,0.36,,2.06,5.79,3.73
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,0.38,0.26,0.36,,2.08,5.90,3.82
