Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.800000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, November 03, 2023 15:15:51"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u'')
13927272727.2727,8.371236e-001,2.222400e-002,5.906408e+000,1.762798e+000,1.000000e+000,0.000000e+000
13983838383.8384,8.421480e-001,2.207618e-002,5.762971e+000,1.570215e+000,1.000000e+000,0.000000e+000
14040404040.4040,8.277913e-001,2.225303e-002,5.674170e+000,1.716559e+000,1.000000e+000,0.000000e+000
14096969696.9697,8.333019e-001,2.210704e-002,5.683236e+000,1.523732e+000,1.000000e+000,0.000000e+000
14153535353.5354,8.269040e-001,2.211815e-002,5.429680e+000,1.677179e+000,1.000000e+000,0.000000e+000
14210101010.1010,8.309375e-001,2.207561e-002,5.543029e+000,1.559517e+000,1.000000e+000,0.000000e+000
14266666666.6667,8.218959e-001,2.170102e-002,5.209201e+000,1.678013e+000,1.000000e+000,0.000000e+000
14323232323.2323,8.222800e-001,2.164441e-002,5.310094e+000,1.514356e+000,1.000000e+000,0.000000e+000
14379797979.7980,8.200109e-001,2.114394e-002,5.033650e+000,1.532960e+000,1.000000e+000,0.000000e+000
14436363636.3636,8.236085e-001,2.124052e-002,5.236502e+000,1.460686e+000,1.000000e+000,0.000000e+000
14492929292.9293,8.324918e-001,2.078241e-002,5.041365e+000,1.463181e+000,1.000000e+000,0.000000e+000
14549494949.4949,8.335315e-001,2.102123e-002,5.127806e+000,1.472808e+000,1.000000e+000,0.000000e+000
14606060606.0606,8.380228e-001,2.091416e-002,5.053308e+000,1.425464e+000,1.000000e+000,0.000000e+000
14662626262.6263,8.309614e-001,2.103602e-002,5.039060e+000,1.433707e+000,1.000000e+000,0.000000e+000
14719191919.1919,8.390773e-001,2.117199e-002,5.096648e+000,1.334477e+000,1.000000e+000,0.000000e+000
14775757575.7576,8.354383e-001,2.126112e-002,5.079502e+000,1.404518e+000,1.000000e+000,0.000000e+000
14832323232.3232,8.471727e-001,2.149107e-002,5.220887e+000,1.343840e+000,1.000000e+000,0.000000e+000
14888888888.8889,8.358123e-001,2.131776e-002,5.094187e+000,1.476877e+000,1.000000e+000,0.000000e+000
14945454545.4545,8.355456e-001,2.149579e-002,5.125998e+000,1.387131e+000,1.000000e+000,0.000000e+000
15002020202.0202,8.223927e-001,2.112136e-002,5.049769e+000,1.454260e+000,1.000000e+000,0.000000e+000
15058585858.5859,8.303676e-001,2.132162e-002,5.013909e+000,1.304466e+000,1.000000e+000,0.000000e+000
15115151515.1515,8.238218e-001,2.091738e-002,5.042547e+000,1.409244e+000,1.000000e+000,0.000000e+000
15171717171.7172,8.371177e-001,2.109485e-002,4.980735e+000,1.314868e+000,1.000000e+000,0.000000e+000
15228282828.2828,8.328559e-001,2.091644e-002,4.979731e+000,1.365207e+000,1.000000e+000,0.000000e+000
15284848484.8485,8.404453e-001,2.112187e-002,4.864416e+000,1.242668e+000,1.000000e+000,0.000000e+000
15341414141.4141,8.286777e-001,2.097294e-002,4.881160e+000,1.317803e+000,1.000000e+000,0.000000e+000
15397979797.9798,8.379530e-001,2.103385e-002,4.808835e+000,1.208319e+000,1.000000e+000,0.000000e+000
15454545454.5455,8.363822e-001,2.112630e-002,4.786950e+000,1.235484e+000,1.000000e+000,0.000000e+000
15511111111.1111,8.447615e-001,2.109344e-002,4.741061e+000,1.178624e+000,1.000000e+000,0.000000e+000
15567676767.6768,8.421771e-001,2.132774e-002,4.691247e+000,1.218965e+000,1.000000e+000,0.000000e+000
15624242424.2424,8.398902e-001,2.123912e-002,4.651879e+000,1.186651e+000,1.000000e+000,0.000000e+000
15680808080.8081,8.347497e-001,2.142906e-002,4.577082e+000,1.214063e+000,1.000000e+000,0.000000e+000
15737373737.3737,8.337570e-001,2.133282e-002,4.593827e+000,1.162187e+000,1.000000e+000,0.000000e+000
15793939393.9394,8.380803e-001,2.157311e-002,4.488750e+000,1.159304e+000,1.000000e+000,0.000000e+000
15850505050.5051,8.302865e-001,2.148151e-002,4.576834e+000,1.175010e+000,1.000000e+000,0.000000e+000
15907070707.0707,8.362220e-001,2.153032e-002,4.415343e+000,1.161187e+000,1.000000e+000,0.000000e+000
15963636363.6364,8.176353e-001,2.140662e-002,4.499969e+000,1.226682e+000,1.000000e+000,0.000000e+000
16020202020.2020,8.293229e-001,2.146483e-002,4.325846e+000,1.134195e+000,1.000000e+000,0.000000e+000
16076767676.7677,8.097482e-001,2.132264e-002,4.424200e+000,1.223969e+000,1.000000e+000,0.000000e+000
16133333333.3333,8.262078e-001,2.128409e-002,4.271270e+000,1.100848e+000,1.000000e+000,0.000000e+000
16189898989.8990,8.088006e-001,2.119520e-002,4.313822e+000,1.213672e+000,1.000000e+000,0.000000e+000
16246464646.4646,8.252152e-001,2.107108e-002,4.198757e+000,1.080495e+000,1.000000e+000,0.000000e+000
16303030303.0303,8.135919e-001,2.125390e-002,4.191841e+000,1.155563e+000,1.000000e+000,0.000000e+000
16359595959.5960,8.260776e-001,2.103449e-002,4.178740e+000,1.053062e+000,1.000000e+000,0.000000e+000
16416161616.1616,8.211454e-001,2.118746e-002,4.102410e+000,1.112002e+000,1.000000e+000,0.000000e+000
16472727272.7273,8.219842e-001,2.093342e-002,4.115996e+000,1.044560e+000,1.000000e+000,0.000000e+000
16529292929.2929,8.229915e-001,2.126052e-002,4.006928e+000,1.045739e+000,1.000000e+000,0.000000e+000
16585858585.8586,8.183157e-001,2.105983e-002,4.086647e+000,1.025208e+000,1.000000e+000,0.000000e+000
16642424242.4242,8.300163e-001,2.130862e-002,3.973557e+000,1.021550e+000,1.000000e+000,0.000000e+000
16698989898.9899,8.199214e-001,2.116918e-002,4.060235e+000,1.061276e+000,1.000000e+000,0.000000e+000
16755555555.5556,8.303900e-001,2.131488e-002,3.919843e+000,1.024502e+000,1.000000e+000,0.000000e+000
16812121212.1212,8.150515e-001,2.133550e-002,4.015604e+000,1.055228e+000,1.000000e+000,0.000000e+000
16868686868.6869,8.245825e-001,2.121495e-002,3.910660e+000,1.007487e+000,1.000000e+000,0.000000e+000
16925252525.2525,8.134095e-001,2.132727e-002,4.002597e+000,1.049983e+000,1.000000e+000,0.000000e+000
16981818181.8182,8.246618e-001,2.117153e-002,3.931078e+000,1.027988e+000,1.000000e+000,0.000000e+000
17038383838.3838,8.187482e-001,2.141971e-002,3.968326e+000,1.064284e+000,1.000000e+000,0.000000e+000
17094949494.9495,8.190477e-001,2.119802e-002,3.910338e+000,1.043170e+000,1.000000e+000,0.000000e+000
17151515151.5152,8.142468e-001,2.137056e-002,3.926617e+000,1.053749e+000,1.000000e+000,0.000000e+000
17208080808.0808,8.158212e-001,2.125760e-002,3.926365e+000,1.002715e+000,1.000000e+000,0.000000e+000
17264646464.6465,8.154133e-001,2.137888e-002,3.912327e+000,1.030444e+000,1.000000e+000,0.000000e+000
17321212121.2121,8.188614e-001,2.136684e-002,3.948229e+000,1.013157e+000,1.000000e+000,0.000000e+000
17377777777.7778,8.179807e-001,2.133634e-002,3.894755e+000,1.047783e+000,1.000000e+000,0.000000e+000
17434343434.3434,8.198584e-001,2.140568e-002,3.899277e+000,1.003984e+000,1.000000e+000,0.000000e+000
17490909090.9091,8.137699e-001,2.133800e-002,3.841501e+000,1.018572e+000,1.000000e+000,0.000000e+000
17547474747.4747,8.194920e-001,2.145458e-002,3.866034e+000,9.668554e-001,1.000000e+000,0.000000e+000
17604040404.0404,8.151238e-001,2.123135e-002,3.815733e+000,9.923700e-001,1.000000e+000,0.000000e+000
17660606060.6061,8.244115e-001,2.150258e-002,3.800305e+000,9.474971e-001,1.000000e+000,0.000000e+000
17717171717.1717,8.201801e-001,2.130857e-002,3.789661e+000,9.845054e-001,1.000000e+000,0.000000e+000
17773737373.7374,8.269414e-001,2.146315e-002,3.732983e+000,9.248418e-001,1.000000e+000,0.000000e+000
17830303030.3030,8.196327e-001,2.135264e-002,3.727412e+000,9.630551e-001,1.000000e+000,0.000000e+000
17886868686.8687,8.214809e-001,2.133925e-002,3.684106e+000,8.937235e-001,1.000000e+000,0.000000e+000
17943434343.4343,8.238712e-001,2.141012e-002,3.663282e+000,9.177330e-001,1.000000e+000,0.000000e+000
18000000000.0000,8.175658e-001,2.123682e-002,3.664827e+000,8.990922e-001,1.000000e+000,0.000000e+000

