Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.500000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.800000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Tuesday, September 19, 2023 16:11:43"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u''),Tr 7  Data(e'),Tr 8  Data(e'')
13983838383.8384,6.576938e-001,3.981269e-001,6.996745e+000,3.547382e+000,1.000000e+000,0.000000e+000,6.996745e+000,3.547382e+000
14040404040.4040,6.557264e-001,4.004566e-001,6.932966e+000,3.458949e+000,1.000000e+000,0.000000e+000,6.932966e+000,3.458949e+000
14096969696.9697,6.522603e-001,3.995394e-001,7.072875e+000,3.464977e+000,1.000000e+000,0.000000e+000,7.072875e+000,3.464977e+000
14153535353.5354,6.532725e-001,4.001660e-001,6.993565e+000,3.480494e+000,1.000000e+000,0.000000e+000,6.993565e+000,3.480494e+000
14210101010.1010,6.465870e-001,4.023587e-001,7.047526e+000,3.551670e+000,1.000000e+000,0.000000e+000,7.047526e+000,3.551670e+000
14266666666.6667,6.449179e-001,4.007489e-001,6.920716e+000,3.545129e+000,1.000000e+000,0.000000e+000,6.920716e+000,3.545129e+000
14323232323.2323,6.364234e-001,4.046793e-001,6.943240e+000,3.498329e+000,1.000000e+000,0.000000e+000,6.943240e+000,3.498329e+000
14379797979.7980,6.341926e-001,4.018060e-001,6.913642e+000,3.474561e+000,1.000000e+000,0.000000e+000,6.913642e+000,3.474561e+000
14436363636.3636,6.289625e-001,4.060391e-001,7.003108e+000,3.502739e+000,1.000000e+000,0.000000e+000,7.003108e+000,3.502739e+000
14492929292.9293,6.298866e-001,4.036287e-001,7.015126e+000,3.522927e+000,1.000000e+000,0.000000e+000,7.015126e+000,3.522927e+000
14549494949.4949,6.227784e-001,4.076225e-001,6.957644e+000,3.632783e+000,1.000000e+000,0.000000e+000,6.957644e+000,3.632783e+000
14606060606.0606,6.173377e-001,4.077972e-001,7.025369e+000,3.555037e+000,1.000000e+000,0.000000e+000,7.025369e+000,3.555037e+000
14662626262.6263,6.103587e-001,4.088313e-001,6.843419e+000,3.616862e+000,1.000000e+000,0.000000e+000,6.843419e+000,3.616862e+000
14719191919.1919,6.033252e-001,4.098198e-001,7.037053e+000,3.536702e+000,1.000000e+000,0.000000e+000,7.037053e+000,3.536702e+000
14775757575.7576,6.018187e-001,4.095436e-001,6.891073e+000,3.618394e+000,1.000000e+000,0.000000e+000,6.891073e+000,3.618394e+000
14832323232.3232,5.957887e-001,4.115890e-001,7.050144e+000,3.557895e+000,1.000000e+000,0.000000e+000,7.050144e+000,3.557895e+000
14888888888.8889,5.927211e-001,4.102646e-001,6.875427e+000,3.708337e+000,1.000000e+000,0.000000e+000,6.875427e+000,3.708337e+000
14945454545.4545,5.794972e-001,4.122951e-001,6.971067e+000,3.663078e+000,1.000000e+000,0.000000e+000,6.971067e+000,3.663078e+000
15002020202.0202,5.770328e-001,4.099792e-001,6.862726e+000,3.670245e+000,1.000000e+000,0.000000e+000,6.862726e+000,3.670245e+000
15058585858.5859,5.656823e-001,4.116123e-001,6.868908e+000,3.663215e+000,1.000000e+000,0.000000e+000,6.868908e+000,3.663215e+000
15115151515.1515,5.657790e-001,4.074848e-001,6.879519e+000,3.699850e+000,1.000000e+000,0.000000e+000,6.879519e+000,3.699850e+000
15171717171.7172,5.577886e-001,4.099840e-001,6.799981e+000,3.798450e+000,1.000000e+000,0.000000e+000,6.799981e+000,3.798450e+000
15228282828.2828,5.574406e-001,4.086329e-001,6.754787e+000,3.781821e+000,1.000000e+000,0.000000e+000,6.754787e+000,3.781821e+000
15284848484.8485,5.513444e-001,4.110057e-001,6.556817e+000,3.837998e+000,1.000000e+000,0.000000e+000,6.556817e+000,3.837998e+000
15341414141.4141,5.521071e-001,4.102875e-001,6.487576e+000,3.754811e+000,1.000000e+000,0.000000e+000,6.487576e+000,3.754811e+000
15397979797.9798,5.533404e-001,4.119621e-001,6.368317e+000,3.731386e+000,1.000000e+000,0.000000e+000,6.368317e+000,3.731386e+000
15454545454.5455,5.569802e-001,4.146667e-001,6.315827e+000,3.602639e+000,1.000000e+000,0.000000e+000,6.315827e+000,3.602639e+000
15511111111.1111,5.618191e-001,4.163544e-001,6.254055e+000,3.611450e+000,1.000000e+000,0.000000e+000,6.254055e+000,3.611450e+000
15567676767.6768,5.638428e-001,4.208417e-001,6.225591e+000,3.479694e+000,1.000000e+000,0.000000e+000,6.225591e+000,3.479694e+000
15624242424.2424,5.676406e-001,4.193163e-001,6.163622e+000,3.497958e+000,1.000000e+000,0.000000e+000,6.163622e+000,3.497958e+000
15680808080.8081,5.654605e-001,4.232045e-001,6.139914e+000,3.367978e+000,1.000000e+000,0.000000e+000,6.139914e+000,3.367978e+000
15737373737.3737,5.710723e-001,4.238833e-001,6.101259e+000,3.338380e+000,1.000000e+000,0.000000e+000,6.101259e+000,3.338380e+000
15793939393.9394,5.695534e-001,4.276888e-001,6.159400e+000,3.229932e+000,1.000000e+000,0.000000e+000,6.159400e+000,3.229932e+000
15850505050.5051,5.730172e-001,4.281286e-001,6.148979e+000,3.241241e+000,1.000000e+000,0.000000e+000,6.148979e+000,3.241241e+000
15907070707.0707,5.702226e-001,4.296143e-001,6.180098e+000,3.191489e+000,1.000000e+000,0.000000e+000,6.180098e+000,3.191489e+000
15963636363.6364,5.707711e-001,4.292800e-001,6.160399e+000,3.200167e+000,1.000000e+000,0.000000e+000,6.160399e+000,3.200167e+000
16020202020.2020,5.692203e-001,4.315090e-001,6.148824e+000,3.127432e+000,1.000000e+000,0.000000e+000,6.148824e+000,3.127432e+000
16076767676.7677,5.683243e-001,4.323920e-001,6.167190e+000,3.114640e+000,1.000000e+000,0.000000e+000,6.167190e+000,3.114640e+000
16133333333.3333,5.687225e-001,4.342340e-001,6.173532e+000,3.056838e+000,1.000000e+000,0.000000e+000,6.173532e+000,3.056838e+000
16189898989.8990,5.651690e-001,4.331318e-001,6.208366e+000,3.081020e+000,1.000000e+000,0.000000e+000,6.208366e+000,3.081020e+000
16246464646.4646,5.655158e-001,4.339870e-001,6.191375e+000,3.050369e+000,1.000000e+000,0.000000e+000,6.191375e+000,3.050369e+000
16303030303.0303,5.632235e-001,4.343691e-001,6.196850e+000,3.043395e+000,1.000000e+000,0.000000e+000,6.196850e+000,3.043395e+000
16359595959.5960,5.629610e-001,4.346470e-001,6.219385e+000,3.021937e+000,1.000000e+000,0.000000e+000,6.219385e+000,3.021937e+000
16416161616.1616,5.621245e-001,4.359950e-001,6.203190e+000,3.012356e+000,1.000000e+000,0.000000e+000,6.203190e+000,3.012356e+000
16472727272.7273,5.580336e-001,4.348595e-001,6.224332e+000,3.012179e+000,1.000000e+000,0.000000e+000,6.224332e+000,3.012179e+000
16529292929.2929,5.575905e-001,4.366967e-001,6.199366e+000,2.970502e+000,1.000000e+000,0.000000e+000,6.199366e+000,2.970502e+000
16585858585.8586,5.535744e-001,4.353703e-001,6.232774e+000,2.981004e+000,1.000000e+000,0.000000e+000,6.232774e+000,2.981004e+000
16642424242.4242,5.573688e-001,4.379420e-001,6.210059e+000,2.943307e+000,1.000000e+000,0.000000e+000,6.210059e+000,2.943307e+000
16698989898.9899,5.519581e-001,4.363974e-001,6.265914e+000,2.981402e+000,1.000000e+000,0.000000e+000,6.265914e+000,2.981402e+000
16755555555.5556,5.528004e-001,4.374291e-001,6.214709e+000,2.938143e+000,1.000000e+000,0.000000e+000,6.214709e+000,2.938143e+000
16812121212.1212,5.454592e-001,4.371879e-001,6.249429e+000,2.948589e+000,1.000000e+000,0.000000e+000,6.249429e+000,2.948589e+000
16868686868.6869,5.440331e-001,4.367115e-001,6.211612e+000,2.899733e+000,1.000000e+000,0.000000e+000,6.211612e+000,2.899733e+000
16925252525.2525,5.415090e-001,4.380320e-001,6.260830e+000,2.900616e+000,1.000000e+000,0.000000e+000,6.260830e+000,2.900616e+000
16981818181.8182,5.409538e-001,4.366888e-001,6.251488e+000,2.874109e+000,1.000000e+000,0.000000e+000,6.251488e+000,2.874109e+000
17038383838.3838,5.401890e-001,4.379664e-001,6.258695e+000,2.889851e+000,1.000000e+000,0.000000e+000,6.258695e+000,2.889851e+000
17094949494.9495,5.329141e-001,4.367002e-001,6.247973e+000,2.869196e+000,1.000000e+000,0.000000e+000,6.247973e+000,2.869196e+000
17151515151.5152,5.326594e-001,4.370857e-001,6.226708e+000,2.870602e+000,1.000000e+000,0.000000e+000,6.226708e+000,2.870602e+000
17208080808.0808,5.248136e-001,4.367165e-001,6.242988e+000,2.821392e+000,1.000000e+000,0.000000e+000,6.242988e+000,2.821392e+000
17264646464.6465,5.291345e-001,4.366217e-001,6.218576e+000,2.829326e+000,1.000000e+000,0.000000e+000,6.218576e+000,2.829326e+000
17321212121.2121,5.222878e-001,4.370743e-001,6.259782e+000,2.798935e+000,1.000000e+000,0.000000e+000,6.259782e+000,2.798935e+000
17377777777.7778,5.253337e-001,4.361014e-001,6.210138e+000,2.831982e+000,1.000000e+000,0.000000e+000,6.210138e+000,2.831982e+000
17434343434.3434,5.173458e-001,4.367439e-001,6.230714e+000,2.809643e+000,1.000000e+000,0.000000e+000,6.230714e+000,2.809643e+000
17490909090.9091,5.178955e-001,4.354462e-001,6.166245e+000,2.820116e+000,1.000000e+000,0.000000e+000,6.166245e+000,2.820116e+000
17547474747.4747,5.133940e-001,4.363938e-001,6.190113e+000,2.801477e+000,1.000000e+000,0.000000e+000,6.190113e+000,2.801477e+000
17604040404.0404,5.130407e-001,4.352464e-001,6.166010e+000,2.791019e+000,1.000000e+000,0.000000e+000,6.166010e+000,2.791019e+000
17660606060.6061,5.118808e-001,4.363214e-001,6.181407e+000,2.803028e+000,1.000000e+000,0.000000e+000,6.181407e+000,2.803028e+000
17717171717.1717,5.092052e-001,4.347817e-001,6.167847e+000,2.798544e+000,1.000000e+000,0.000000e+000,6.167847e+000,2.798544e+000
17773737373.7374,5.094136e-001,4.357074e-001,6.133126e+000,2.831749e+000,1.000000e+000,0.000000e+000,6.133126e+000,2.831749e+000
17830303030.3030,5.036554e-001,4.352084e-001,6.129884e+000,2.805283e+000,1.000000e+000,0.000000e+000,6.129884e+000,2.805283e+000
17886868686.8687,5.042205e-001,4.358318e-001,6.103069e+000,2.811994e+000,1.000000e+000,0.000000e+000,6.103069e+000,2.811994e+000
17943434343.4343,4.998072e-001,4.371487e-001,6.111033e+000,2.783545e+000,1.000000e+000,0.000000e+000,6.111033e+000,2.783545e+000
18000000000.0000,5.002856e-001,4.354244e-001,6.114588e+000,2.802458e+000,1.000000e+000,0.000000e+000,6.114588e+000,2.802458e+000

