Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5232B,MY57181309,A.13.20.12

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Epsilon Precision
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.800000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, November 03, 2023 15:20:17"
frequency(Hz),Tr 2  S11(LinM),Tr 3  S21(LinM),Tr 1  Data(e'),Tr 4  Data(e''),Tr 5  Data(u'),Tr 6  Data(u'')
14096969696.9697,8.018422e-001,4.950628e-002,5.235060e+000,2.168812e+000,1.000000e+000,0.000000e+000
14153535353.5354,7.987213e-001,4.967591e-002,4.973256e+000,2.274056e+000,1.000000e+000,0.000000e+000
14210101010.1010,8.034858e-001,4.982611e-002,5.149942e+000,2.177845e+000,1.000000e+000,0.000000e+000
14266666666.6667,7.975530e-001,4.928429e-002,4.824476e+000,2.240483e+000,1.000000e+000,0.000000e+000
14323232323.2323,7.962175e-001,4.982843e-002,4.984414e+000,2.121551e+000,1.000000e+000,0.000000e+000
14379797979.7980,7.929169e-001,4.929081e-002,4.714291e+000,2.114886e+000,1.000000e+000,0.000000e+000
14436363636.3636,7.917172e-001,4.997007e-002,4.946166e+000,2.131102e+000,1.000000e+000,0.000000e+000
14492929292.9293,7.968744e-001,4.920544e-002,4.753809e+000,2.117135e+000,1.000000e+000,0.000000e+000
14549494949.4949,7.926767e-001,4.975541e-002,4.822018e+000,2.182420e+000,1.000000e+000,0.000000e+000
14606060606.0606,7.928949e-001,4.937360e-002,4.749231e+000,2.134341e+000,1.000000e+000,0.000000e+000
14662626262.6263,7.829905e-001,4.939445e-002,4.708151e+000,2.171985e+000,1.000000e+000,0.000000e+000
14719191919.1919,7.870002e-001,4.932688e-002,4.783693e+000,2.086093e+000,1.000000e+000,0.000000e+000
14775757575.7576,7.820052e-001,4.906628e-002,4.702184e+000,2.160545e+000,1.000000e+000,0.000000e+000
14832323232.3232,7.903401e-001,4.915813e-002,4.852626e+000,2.125553e+000,1.000000e+000,0.000000e+000
14888888888.8889,7.843236e-001,4.851018e-002,4.688386e+000,2.207520e+000,1.000000e+000,0.000000e+000
14945454545.4545,7.847711e-001,4.891115e-002,4.771963e+000,2.119309e+000,1.000000e+000,0.000000e+000
15002020202.0202,7.750691e-001,4.808569e-002,4.685576e+000,2.160907e+000,1.000000e+000,0.000000e+000
15058585858.5859,7.798555e-001,4.844180e-002,4.681159e+000,2.019387e+000,1.000000e+000,0.000000e+000
15115151515.1515,7.745859e-001,4.753720e-002,4.688945e+000,2.122167e+000,1.000000e+000,0.000000e+000
15171717171.7172,7.840803e-001,4.782002e-002,4.647781e+000,2.033483e+000,1.000000e+000,0.000000e+000
15228282828.2828,7.797300e-001,4.728637e-002,4.643531e+000,2.076076e+000,1.000000e+000,0.000000e+000
15284848484.8485,7.843712e-001,4.751878e-002,4.530934e+000,1.943427e+000,1.000000e+000,0.000000e+000
15341414141.4141,7.728464e-001,4.701716e-002,4.531111e+000,2.017535e+000,1.000000e+000,0.000000e+000
15397979797.9798,7.801116e-001,4.690439e-002,4.461539e+000,1.900731e+000,1.000000e+000,0.000000e+000
15454545454.5455,7.775549e-001,4.682394e-002,4.434792e+000,1.917058e+000,1.000000e+000,0.000000e+000
15511111111.1111,7.849527e-001,4.660939e-002,4.371632e+000,1.844883e+000,1.000000e+000,0.000000e+000
15567676767.6768,7.809335e-001,4.681630e-002,4.318164e+000,1.883720e+000,1.000000e+000,0.000000e+000
15624242424.2424,7.797986e-001,4.632732e-002,4.271038e+000,1.832018e+000,1.000000e+000,0.000000e+000
15680808080.8081,7.744244e-001,4.650011e-002,4.181809e+000,1.847090e+000,1.000000e+000,0.000000e+000
15737373737.3737,7.744172e-001,4.610633e-002,4.204815e+000,1.789046e+000,1.000000e+000,0.000000e+000
15793939393.9394,7.781554e-001,4.638352e-002,4.096849e+000,1.764838e+000,1.000000e+000,0.000000e+000
15850505050.5051,7.721385e-001,4.603025e-002,4.172605e+000,1.781043e+000,1.000000e+000,0.000000e+000
15907070707.0707,7.786066e-001,4.600029e-002,4.011228e+000,1.734143e+000,1.000000e+000,0.000000e+000
15963636363.6364,7.630858e-001,4.564105e-002,4.090612e+000,1.804823e+000,1.000000e+000,0.000000e+000
16020202020.2020,7.760629e-001,4.568399e-002,3.935976e+000,1.667163e+000,1.000000e+000,0.000000e+000
16076767676.7677,7.587904e-001,4.547971e-002,4.026973e+000,1.778313e+000,1.000000e+000,0.000000e+000
16133333333.3333,7.746002e-001,4.538299e-002,3.912935e+000,1.624851e+000,1.000000e+000,0.000000e+000
16189898989.8990,7.578309e-001,4.515196e-002,3.943179e+000,1.754960e+000,1.000000e+000,0.000000e+000
16246464646.4646,7.718429e-001,4.488333e-002,3.860492e+000,1.602659e+000,1.000000e+000,0.000000e+000
16303030303.0303,7.595082e-001,4.517838e-002,3.839050e+000,1.691215e+000,1.000000e+000,0.000000e+000
16359595959.5960,7.696802e-001,4.471727e-002,3.854348e+000,1.586968e+000,1.000000e+000,0.000000e+000
16416161616.1616,7.633754e-001,4.496783e-002,3.750198e+000,1.643466e+000,1.000000e+000,0.000000e+000
16472727272.7273,7.618461e-001,4.436285e-002,3.786937e+000,1.589500e+000,1.000000e+000,0.000000e+000
16529292929.2929,7.616826e-001,4.482346e-002,3.661993e+000,1.576273e+000,1.000000e+000,0.000000e+000
16585858585.8586,7.553784e-001,4.428672e-002,3.746772e+000,1.579846e+000,1.000000e+000,0.000000e+000
16642424242.4242,7.656663e-001,4.460815e-002,3.619394e+000,1.549849e+000,1.000000e+000,0.000000e+000
16698989898.9899,7.542384e-001,4.419526e-002,3.700582e+000,1.621628e+000,1.000000e+000,0.000000e+000
16755555555.5556,7.639384e-001,4.428872e-002,3.565648e+000,1.548163e+000,1.000000e+000,0.000000e+000
16812121212.1212,7.479478e-001,4.422100e-002,3.641313e+000,1.611689e+000,1.000000e+000,0.000000e+000
16868686868.6869,7.567661e-001,4.385570e-002,3.549719e+000,1.535000e+000,1.000000e+000,0.000000e+000
16925252525.2525,7.453784e-001,4.400808e-002,3.611998e+000,1.604216e+000,1.000000e+000,0.000000e+000
16981818181.8182,7.553538e-001,4.356966e-002,3.556469e+000,1.562672e+000,1.000000e+000,0.000000e+000
17038383838.3838,7.489543e-001,4.390369e-002,3.568601e+000,1.613960e+000,1.000000e+000,0.000000e+000
17094949494.9495,7.480195e-001,4.337529e-002,3.529862e+000,1.582040e+000,1.000000e+000,0.000000e+000
17151515151.5152,7.439503e-001,4.357263e-002,3.531594e+000,1.599704e+000,1.000000e+000,0.000000e+000
17208080808.0808,7.440112e-001,4.318797e-002,3.553040e+000,1.549142e+000,1.000000e+000,0.000000e+000
17264646464.6465,7.442422e-001,4.318508e-002,3.519833e+000,1.569841e+000,1.000000e+000,0.000000e+000
17321212121.2121,7.462227e-001,4.297483e-002,3.566606e+000,1.564967e+000,1.000000e+000,0.000000e+000
17377777777.7778,7.459746e-001,4.270604e-002,3.498395e+000,1.578831e+000,1.000000e+000,0.000000e+000
17434343434.3434,7.467006e-001,4.267842e-002,3.513115e+000,1.543277e+000,1.000000e+000,0.000000e+000
17490909090.9091,7.420165e-001,4.233573e-002,3.450294e+000,1.539846e+000,1.000000e+000,0.000000e+000
17547474747.4747,7.461453e-001,4.241316e-002,3.482166e+000,1.497659e+000,1.000000e+000,0.000000e+000
17604040404.0404,7.435568e-001,4.188417e-002,3.427804e+000,1.504380e+000,1.000000e+000,0.000000e+000
17660606060.6061,7.509587e-001,4.220462e-002,3.420087e+000,1.467168e+000,1.000000e+000,0.000000e+000
17717171717.1717,7.479436e-001,4.178042e-002,3.407013e+000,1.493682e+000,1.000000e+000,0.000000e+000
17773737373.7374,7.538743e-001,4.189220e-002,3.361657e+000,1.428834e+000,1.000000e+000,0.000000e+000
17830303030.3030,7.473653e-001,4.157726e-002,3.349219e+000,1.459958e+000,1.000000e+000,0.000000e+000
17886868686.8687,7.491823e-001,4.147689e-002,3.313080e+000,1.383488e+000,1.000000e+000,0.000000e+000
17943434343.4343,7.508806e-001,4.157404e-002,3.284019e+000,1.402118e+000,1.000000e+000,0.000000e+000
18000000000.0000,7.456295e-001,4.118437e-002,3.291760e+000,1.387730e+000,1.000000e+000,0.000000e+000

